id,release_date,original_title,title,Wikipedia movie ID
13683,2002-06-24,Tarzan & Jane,Tarzan & Jane,4118310
8961,2003-07-18,Bad Boys II,Bad Boys II,1037237
8078,1997-11-12,Alien Resurrection,Alien Resurrection,15496969
1979,2007-06-13,Fantastic Four: Rise of the Silver Surfer,Fantastic Four: Rise of the Silver Surfer,3654271
10327,2003-07-02,"Legally Blonde 2: Red, White & Blonde","Legally Blonde 2: Red, White & Blonde",447672
558,2004-06-25,Spider-Man 2,Spider-Man 2,612052
1573,1990-07-03,Die Hard 2,Die Hard 2,433824
1572,1995-05-19,Die Hard: With a Vengeance,Die Hard: With a Vengeance,77715341
8077,1992-05-22,Alien³,Alien³,213251
165,1989-11-22,Back to the Future Part II,Back to the Future Part II,213270
15092,2009-04-16,Crank: High Voltage,Crank: High Voltage,14708304
4233,1997-12-12,Scream 2,Scream 2,600320
9335,2005-08-03,Transporter 2,Transporter 2,2409484
10014,1985-11-01,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,31658692
19286,1995-06-27,Leprechaun 3,Leprechaun 3,5444637
1571,2007-06-20,Live Free or Die Hard,Live Free or Die Hard,17588900
163,2004-12-09,Ocean's Twelve,Ocean's Twelve,1046470
2502,2004-07-23,The Bourne Supremacy,The Bourne Supremacy,870946
46169,2007-10-12,Twitches Too,Twitches Too,12307993
2503,2007-08-03,The Bourne Ultimatum,The Bourne Ultimatum,1854000
4234,2000-02-04,Scream 3,Scream 3,73868769
38157,2002-06-10,Wishmaster 4: The Prophecy Fulfilled,Wishmaster 4: The Prophecy Fulfilled,12256912
28635,2001-10-23,Wishmaster 3: Beyond the Gates of Hell,Wishmaster 3: Beyond the Gates of Hell,12256764
3602,2006-06-24,I'll Always Know What You Did Last Summer,I'll Always Know What You Did Last Summer,4333214
942,1989-07-07,Lethal Weapon 2,Lethal Weapon 2,695227
8810,1981-12-24,Mad Max 2,Mad Max 2,262465
10495,1989-06-16,The Karate Kid Part III,The Karate Kid Part III,2353104
30827,1974-02-01,Deep Throat Part II,Deep Throat Part II,461563
10281,1988-05-13,Friday the 13th Part VII: The New Blood,Friday the 13th Part VII: The New Blood,2546472
11451,2005-06-22,Herbie Fully Loaded,Herbie Fully Loaded,1549008
9823,1997-11-11,Mortal Kombat: Annihilation,Mortal Kombat: Annihilation,485540
15969,1994-05-20,The Return of Jafar,The Return of Jafar,358684
1687,1971-05-20,Escape from the Planet of the Apes,Escape from the Planet of the Apes,303928
10225,1986-08-01,Friday the 13th Part VI: Jason Lives,Friday the 13th Part VI: Jason Lives,2313660
9064,1988-12-23,Hellbound: Hellraiser II,Hellbound: Hellraiser II,3745287
5549,1990-06-22,RoboCop 2,RoboCop 2,1330220
16119,2007-02-06,Cinderella III: A Twist in Time,Cinderella III: A Twist in Time,5150937
9355,1985-06-29,Mad Max Beyond Thunderdome,Mad Max Beyond Thunderdome,598868
18843,2006-04-25,Dr. Dolittle 3,Dr. Dolittle 3,3520781
5550,1993-01-21,RoboCop 3,RoboCop 3,1940449
943,1992-05-15,Lethal Weapon 3,Lethal Weapon 3,695266
9728,1982-08-13,Friday the 13th Part III,Friday the 13th Part III,2317340
1452,2006-06-28,Superman Returns,Superman Returns,5700623
8536,1980-12-12,Superman II,Superman II,1059280
624479,2006-11-02,Superman II: The Richard Donner Cut,Superman II: The Richard Donner Cut,5700623
10160,1989-08-11,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street: The Dream Child,3038054
10576,1983-06-03,Psycho II,Psycho II,2097287
16337,1986-08-22,The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,397753
944,1998-07-10,Lethal Weapon 4,Lethal Weapon 4,52390
9725,1981-05-01,Friday the 13th Part 2,Friday the 13th Part 2,2274938
15590,2006-02-21,The Prince & Me 2: The Royal Wedding,The Prince & Me 2: The Royal Wedding,8808797
27793,1994-10-26,The NeverEnding Story III,The NeverEnding Story III,51486672
10546,1996-08-29,The Crow: City of Angels,The Crow: City of Angels,877220
11411,1987-07-24,Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,407628
11361,1989-10-12,Halloween 5: The Revenge of Michael Myers,Halloween 5: The Revenge of Michael Myers,2002320
27932,1974-10-18,Airport 1975,Airport 1975,171671
17692,1983-07-22,Jaws 3-D,Jaws 3-D,1173339
11284,1991-09-05,Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare,2933385
11357,1988-10-21,Halloween 4: The Return of Michael Myers,Halloween 4: The Return of Michael Myers,2002258
11675,1998-08-05,Halloween H20: 20 Years Later,Halloween H20: 20 Years Later,957928
10131,1988-08-19,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,3038038
10320,2005-03-10,The Ring Two,The Ring Two,2542052
13205,2006-01-26,Bambi II,Bambi II,2877925
36576,1983-08-12,Curse of the Pink Panther,Curse of the Pink Panther,2354145
12448,2002-02-06,The Hunchback of Notre Dame II,The Hunchback of Notre Dame II,4493967
11238,1996-05-20,Aladdin and the King of Thieves,Aladdin and the King of Thieves,358688
11586,1977-06-17,Exorcist II: The Heretic,Exorcist II: The Heretic,571383
10766,1978-06-09,Damien: Omen II,Damien: Omen II,2251161
96,1987-05-18,Beverly Hills Cop II,Beverly Hills Cop II,807842
34636,1990-10-25,The NeverEnding Story II: The Next Chapter,The NeverEnding Story II: The Next Chapter,2993846
20329,2008-02-07,Lの本当の秘密,Death Note: L Change the World,15912738
13417,2005-12-05,Kronk's New Groove,Kronk's New Groove,3492883
9331,1994-08-03,Clear and Present Danger,Clear and Present Danger,1617626
18998,1995-07-11,Darkman II: The Return of Durant,Darkman II: The Return of Durant,12545744
186383,1988-10-08,きまぐれオレンジ★ロード　あの日にかえりたい,Kimagure Orange Road: I Want to Return to That Day,10795923
9730,1984-04-13,Friday the 13th: The Final Chapter,Friday the 13th: The Final Chapter,2546429
10987,1995-09-29,Halloween: The Curse of Michael Myers,Halloween: The Curse of Michael Myers,2002403
30830,1977-12-26,Fantasm Comes Again,Fantasm Comes Again,36990120
10651,1988-07-13,The Dead Pool,The Dead Pool,826482
18009,1994-04-08,Leprechaun 2,Leprechaun 2,8675614
11442,2002-07-01,Halloween: Resurrection,Halloween: Resurrection,1612686
67395,1998-01-27,L.E.T.H.A.L. Ladies: Return to Savage Beach,L.E.T.H.A.L. Ladies: Return to Savage Beach,2847362
16353,2008-12-04,องค์บาก 2,Ong Bak 2,4916683
14873,2003-02-07,The Jungle Book 2,The Jungle Book 2,725817
11281,1981-10-30,Halloween II,Halloween II,2002104
12118,1986-03-20,Police Academy 3: Back in Training,Police Academy 3: Back in Training,3511253
27472,1998-04-09,The Odd Couple II,The Odd Couple II,2272969
10061,1996-08-09,Escape from L.A.,Escape from L.A.,52500900
19154,1998-11-06,The Second Arrival,The Second Arrival,3273263
19288,2003-12-30,Leprechaun: Back 2 tha Hood,Leprechaun: Back 2 tha Hood,7639116
27621,2008-08-22,The Cheetah Girls: One World,The Cheetah Girls: One World,9555242
9731,1985-03-22,Friday the 13th: A New Beginning,Friday the 13th: A New Beginning,2328364
19287,1997-02-25,Leprechaun 4: In Space,Leprechaun 4: In Space,5466192
18707,1985-08-15,夏日福星,"Twinkle, Twinkle, Lucky Stars",665901
12639,1966-10-19,Return of the Seven,Return of the Seven,3733842
579,1978-06-16,Jaws 2,Jaws 2,3153784
13690,2008-09-24,Open Season 2,Open Season 2,15359592
27601,2001-11-01,Citizen Toxie: The Toxic Avenger IV,Citizen Toxie: The Toxic Avenger IV,6212570
20036,2008-10-28,The Prince & Me: A Royal Honeymoon,The Prince & Me: A Royal Honeymoon,22188807
10040,2005-03-11,Miss Congeniality 2: Armed and Fabulous,Miss Congeniality 2: Armed and Fabulous,294628
28260,1993-10-01,Return of the Living Dead III,Return of the Living Dead III,30854893
28601,1995-05-13,Problem Child 3,Problem Child 3,1741327
19766,2003-03-11,Inspector Gadget 2,Inspector Gadget 2,4508113
580,1987-07-17,Jaws: The Revenge,Jaws: The Revenge,529276
10283,1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,Friday the 13th Part VIII: Jason Takes Manhattan,2351932
1696,2005-07-22,The Devil's Rejects,The Devil's Rejects,2063141
16690,2002-02-14,Return to Never Land,Return to Never Land,1595142
35610,1993-11-12,Philadelphia Experiment II,Philadelphia Experiment II,21432813
19545,1965-12-19,怪獣大戦争,Invasion of Astro-Monster,570258
10869,1974-02-12,Herbie Rides Again,Herbie Rides Again,2092559
10344,1989-02-10,The Fly II,The Fly II,213270
13654,2003-03-02,101 Dalmatians II: Patch's London Adventure,101 Dalmatians II: Patch's London Adventure,1730084
1870,1965-12-08,Fantômas se déchaîne,Fantomas Unleashed,171692
6499,1997-03-27,Turbo: A Power Rangers Movie,Turbo: A Power Rangers Movie,1594408
21661,1998-08-14,Air Bud: Golden Receiver,Air Bud: Golden Receiver,5012787
2665,1982-12-10,Airplane II: The Sequel,Airplane II: The Sequel,1763713
36884,1990-01-25,"No Retreat, No Surrender 3: Blood Brothers","No Retreat, No Surrender 3: Blood Brothers",171259
13761,1998-08-04,Pocahontas II: Journey to a New World,Pocahontas II: Journey to a New World,4345625
11862,1995-12-08,Father of the Bride Part II,Father of the Bride Part II,3303622
10303,1985-08-01,The Jewel of the Nile,The Jewel of the Nile,2871613
15357,2009-02-18,Banlieue 13 - Ultimatum,District 13: Ultimatum,20030612
31646,1982-08-14,Piranha II: The Spawning,Piranha II: The Spawning,3766451
35945,1989-05-01,Howling V: The Rebirth,Howling V: The Rebirth,3012123
27549,1991-06-08,Beastmaster 2: Through the Portal of Time,Beastmaster 2: Through the Portal of Time,24416479
14310,2003-12-12,無間道III: 終極無間,Infernal Affairs III,34464732
36571,1985-02-04,The Dirty Dozen: Next Mission,The Dirty Dozen: Next Mission,23913058
35977,1995-10-20,Pumpkinhead II: Blood Wings,Pumpkinhead II: Blood Wings,3945952
25018,1990-01-12,Leatherface: The Texas Chainsaw Massacre III,Leatherface: The Texas Chainsaw Massacre III,2609817
10824,1995-03-17,Candyman: Farewell to the Flesh,Candyman: Farewell to the Flesh,5106720
43417,1972-08-01,The Magnificent Seven Ride!,The Magnificent Seven Ride!,5744612
12212,2000-09-22,Urban Legends: Final Cut,Urban Legends: Final Cut,1688593
9086,1990-08-01,Young Guns II,Young Guns II,2411131
13155,1985-06-21,Return to Oz,Return to Oz,583407
28302,1998-08-04,The Swan Princess: The Mystery of the Enchanted Kingdom,The Swan Princess: The Mystery of the Enchanted Kingdom,15087473
17532,2009-04-28,S. Darko,S. Darko,17346283
29293,2006-02-11,House of the Dead 2,House of the Dead 2,3242877
1680,1962-08-11,キングコング対ゴジラ,King Kong vs. Godzilla,11988
16456,2005-05-04,The Crow: Wicked Prayer,The Crow: Wicked Prayer,2378072
63260,1965-12-08,Il ritorno di Ringo,The Return of Ringo,17249476
8965,2003-02-25,Atlantis: Milo's Return,Atlantis: Milo's Return,1090927
9456,2000-01-23,The Crow: Salvation,The Crow: Salvation,877225
9531,1983-06-17,Superman III,Superman III,1059701
36572,1987-03-01,The Dirty Dozen: The Deadly Mission,The Dirty Dozen: The Deadly Mission,25649956
13204,2007-03-10,Hellboy Animated: Blood and Iron,Hellboy Animated: Blood and Iron,5838045
61964,1992-06-04,Stepfather 3,Stepfather 3,4343497
11966,1988-07-06,Short Circuit 2,Short Circuit 2,1311098
12600,2001-07-06,劇場版ポケットモンスター セレビィ 時を超えた遭遇,Pokémon 4Ever,1989045
17538,1975-11-01,Rooster Cogburn,Rooster Cogburn,1598127
18220,1996-01-16,Poison Ivy 2: Lily,Poison Ivy 2: Lily,2810331
35979,2007-02-05,Pumpkinhead: Blood Feud,Pumpkinhead: Blood Feud,5113430
62527,2007-11-17,Johnny Kapahala: Back on Board,Johnny Kapahala: Back on Board,8899981
22821,2009-11-24,The Boondock Saints II: All Saints Day,The Boondock Saints II: All Saints Day,21052275
20641,2004-11-20,Love's Enduring Promise,Love's Enduring Promise,1102360
36573,1988-11-10,The Dirty Dozen: The Fatal Mission,The Dirty Dozen: The Fatal Mission,25725655
19336,1972-03-12,地球攻撃命令 ゴジラ対ガイガン,Godzilla vs. Gigan,570227
27770,1996-09-03,Sometimes They Come Back... Again,Sometimes They Come Back... Again,142430
9669,1999-01-23,リング 2,Ring 2,2704374
14373,1982-02-20,Death Wish II,Death Wish II,7051491
17339,1978-08-16,Force 10 from Navarone,Force 10 from Navarone,1172977
34479,1970-11-08,Scars of Dracula,Scars of Dracula,3524875
34204,2006-10-20,Return to Halloweentown,Return to Halloweentown,12386447
18011,2000-03-28,Leprechaun in the Hood,Leprechaun in the Hood,5994199
27310,2009-12-29,The Marine 2,The Marine 2,14882944
1679,1955-04-24,ゴジラの逆襲,Godzilla Raids Again,570279
10072,1987-02-27,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,3037946
34530,1961-01-28,人間の條件　完結篇,The Human Condition III: A Soldier's Prayer,1556356
18222,1997-05-20,Poison Ivy: The New Seduction,Poison Ivy: The New Seduction,5107779
10367,2004-02-19,Wild Things 2,Wild Things 2,5989608
28762,1992-05-11,Waxwork II: Lost in Time,Waxwork II: Lost in Time,7370905
34528,1959-11-20,人間の條件　第３部望郷篇／第４部戦雲篇,The Human Condition II: Road to Eternity,1556356
1875,1967-03-16,Fantômas contre Scotland Yard,Fantomas vs. Scotland Yard,9765304
19564,2005-06-07,The Prophecy: Uprising,The Prophecy: Uprising,2681577
44909,1990-08-15,Ghoulies III: Ghoulies Go to College,Ghoulies III: Ghoulies Go to College,7818422
36199,2002-03-02,デジモンテイマーズ 暴走デジモン特急,Digimon Tamers: Runaway Locomon,21344645
37565,2009-12-18,St Trinian's 2: The Legend of Fritton's Gold,St Trinian's 2: The Legend of Fritton's Gold,22635683
16763,2009-01-23,Joy Ride 2: Dead Ahead,Joy Ride 2: Dead Ahead,18062757
18167,1997-06-12,Another 9 1/2 Weeks,Another 9 1/2 Weeks,545187
14208,2006-09-09,The Librarian: Return to King Solomon's Mines,The Librarian: Return to King Solomon's Mines,7764053
28165,1989-07-15,The Toxic Avenger Part II,The Toxic Avenger Part II,171279
28169,1989-11-24,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,6212119
21435,2006-02-01,Les Bronzés 3 : Amis pour la vie,French Fried Vacations 3: Friends Forever,23891073
62329,1996-08-27,Shootfighter II,Shootfighter II,17747357
18627,1967-12-16,怪獣島の決戦 ゴジラの息子,Son of Godzilla,11993
16340,2000-11-17,Rugrats in Paris: The Movie,Rugrats in Paris: The Movie,1518575
63105,1995-08-18,Nemesis 2: Nebula,Nemesis 2: Nebula,24936868
14194,2006-11-24,धूम २,Dhoom 2,2513427
14245,2002-12-28,Sniper 2,Sniper 2,2197909
27815,1990-03-02,Basket Case 2,Basket Case 2,4055526
11133,1986-05-23,Poltergeist II: The Other Side,Poltergeist II: The Other Side,7051746
35978,2006-10-28,Pumpkinhead: Ashes to Ashes,Pumpkinhead: Ashes to Ashes,5113356
7227,1977-03-11,Airport '77,Airport '77,1076567
15088,2008-03-16,The Cutting Edge: Chasing the Dream,The Cutting Edge: Chasing the Dream,16347105
15809,2009-03-23,Green Street Hooligans 2,Green Street Hooligans 2,21863848
11067,1994-03-30,Major League II,Major League II,3494676
12129,1980-06-25,Herbie Goes Bananas,Herbie Goes Bananas,2303104
17811,1993-07-30,方世玉續集,The Legend II,8446486
19249,1973-05-19,Holiday on the Buses,Holiday on the Buses,20795255
39462,1969-12-20,ゴジラ・ミニラ・ガバラ オール怪獣大進撃,All Monsters Attack,570240
18111,1990-09-01,Bride of Re-Animator,Bride of Re-Animator,1336108
28067,1974-06-28,El buque maldito,The Ghost Galleon,5153217
9710,1986-12-17,Allan Quatermain and the Lost City of Gold,Allan Quatermain and the Lost City of Gold,985537
19050,1977-07-08,The Bad News Bears in Breaking Training,The Bad News Bears in Breaking Training,1632587
33701,1979-11-22,Les Bronzés font du ski,French Fried Vacation 2,20271784
43332,1954-06-16,Demetrius and the Gladiators,Demetrius and the Gladiators,2016956
7341,1999-03-12,The Rage: Carrie 2,The Rage: Carrie 2,2310825
42012,1987-11-05,"No Retreat, No Surrender 2: Raging Thunder","No Retreat, No Surrender 2: Raging Thunder",3019993
23998,1992-11-27,"It's Christmastime Again, Charlie Brown","It's Christmastime Again, Charlie Brown",5093773
50719,1987-04-10,"Silent Night, Deadly Night Part 2","Silent Night, Deadly Night Part 2",2680994
38582,1974-03-21,ゴジラ対メカゴジラ,Godzilla vs. Mechagodzilla,570221
10372,1985-11-24,Ewoks: The Battle for Endor,Ewoks: The Battle for Endor,805354
1682,1964-04-29,モスラ対ゴジラ,Mothra vs. Godzilla,570269
21780,1995-11-18,Annie: A Royal Adventure,Annie: A Royal Adventure,24310768
27591,1977-07-06,The People That Time Forgot,The People That Time Forgot,3937957
36886,1972-09-28,Schulmädchen-Report 4. Teil: Was Eltern oft verzweifeln läßt,Campus Swingers,2420311
28421,1940-01-12,The Invisible Man Returns,The Invisible Man Returns,2683330
3107,1968-08-01,怪獣総進撃,Destroy All Monsters,11994
16437,1995-03-24,Cyborg 2,Cyborg 2,7856247
36247,1998-12-12,モスラ 3 キングギドラ来襲,Rebirth of Mothra III,1338396
17810,1972-04-22,子連れ狼 三途の川の乳母車,Lone Wolf and Cub: Baby Cart at the River Styx,5671088
34205,2001-10-12,Halloweentown II: Kalabar's Revenge,Halloweentown II: Kalabar's Revenge,2931524
24126,1993-05-01,Warlock: The Armageddon,Warlock: The Armageddon,7106195
15384,2009-01-07,赤壁：決戰天下,Red Cliff II,5414895
15602,1995-12-22,Grumpier Old Men,Grumpier Old Men,1934035
36238,1992-07-10,黑太陽731續集之殺人工廠,Man Behind the Sun 2: Laboratory of the Devil,794371
3177,2003-07-05,バトル・ロワイアルII 鎮魂歌,Battle Royale II: Requiem,1312231
28155,1978-05-10,It Lives Again,It Lives Again,362719
25748,1992-01-29,Children of the Corn II: The Final Sacrifice,Children of the Corn II: The Final Sacrifice,2821897
24993,1991-01-30,Kickboxer 2: The Road Back,Kickboxer 2: The Road Back,48750309
63030,1986-06-20,最佳福星,Lucky Stars Go Places,12118772
17386,1983-09-07,Revenge of the Ninja,Revenge of the Ninja,4386957
12662,1986-04-02,Psycho III,Psycho III,2097338
19762,1963-01-16,Son of Flubber,Son of Flubber,171695
31947,1986-12-16,King Kong Lives,King Kong Lives,3033155
47354,2002-07-30,K-9: P.I.,K-9: P.I.,6146523
14628,1989-03-17,Fletch Lives,Fletch Lives,5652838
18250,1972-07-01,Dr. Phibes Rises Again,Dr. Phibes Rises Again,488623
15766,1964-12-20,三大怪獣　地球最大の決戦,"Ghidorah, the Three-Headed Monster",570263
59191,2003-11-22,Eloise at Christmastime,Eloise at Christmastime,7387737
34783,1959-08-18,I'm All Right Jack,I'm All Right Jack,1239956
18223,2008-07-27,Poison Ivy: The Secret Society,Poison Ivy: The Secret Society,17941264
62472,1959-12-26,宇宙大戦争,Battle in Outer Space,172083
28425,1944-06-09,The Invisible Man's Revenge,The Invisible Man's Revenge,3877823
38126,1959-07-01,Return of the Fly,Return of the Fly,1998691
3115,1966-12-17,ゴジラ・エビラ・モスラ　南海の大決闘,"Ebirah, Horror of the Deep",171690
28071,1975-08-11,La noche de las gaviotas,Night of the Seagulls,5162174
28426,1942-08-07,Invisible Agent,Invisible Agent,2689093
18948,1998-03-17,FernGully 2: The Magical Rescue,FernGully 2: The Magical Rescue,6439718
29748,1970-05-07,Taste the Blood of Dracula,Taste the Blood of Dracula,2100438
3077,1939-01-13,Son of Frankenstein,Son of Frankenstein,2206376
15440,2008-10-09,Fritt vilt ll,Cold Prey II,9776644
63033,1996-07-04,運財五福星,How to Meet the Lucky Stars,344978
24935,2005-10-15,Return of the Living Dead: Necropolis,Return of the Living Dead: Necropolis,5651517
14140,1977-06-24,Herbie Goes to Monte Carlo,Herbie Goes to Monte Carlo,512161
11429,2003-04-04,Beyond Re-Animator,Beyond Re-Animator,1336117
54113,1997-06-19,The Swan Princess: Escape from Castle Mountain,The Swan Princess: Escape from Castle Mountain,10336027
28751,1992-01-29,976-EVIL II,976-EVIL II,21286292
27320,2000-11-21,Jack Frost 2: The Revenge of the Mutant Killer Snowman,Jack Frost 2: The Revenge of the Mutant Killer Snowman,4272659
63032,1992-02-01,五福星撞鬼,Ghost Punting,27265073
29794,1985-08-28,Howling II: Stirba - Werewolf Bitch,Howling II: Stirba - Werewolf Bitch,2901971
22440,1936-05-11,Dracula's Daughter,Dracula's Daughter,2055366
67398,1994-10-02,The Dallas Connection,The Dallas Connection,1374349
33475,1951-04-12,Bud Abbott and Lou Costello Meet the Invisible Man,Bud Abbott and Lou Costello Meet the Invisible Man,2705562
39464,1971-07-24,ゴジラ対ヘドラ,Godzilla vs. Hedorah,570231
12702,1991-12-11,Critters 3,Critters 3,171587
9740,2001-02-08,Hannibal,Hannibal,623452
30666,1989-11-03,Stepfather 2,Stepfather 2,4343497
43149,1933-12-22,The Son of Kong,The Son of Kong,16782
10306,1988-06-10,Poltergeist III,Poltergeist III,3316533
21769,2002-03-22,アミテージ・ザ・サード DUAL-MATRIX,Armitage: Dual Matrix,2344137
22914,1998-08-01,新機動戦記ガンダムＷ Endless Waltz 特別篇,Gundam Wing: The Endless Waltz,292869
37609,2006-07-31,The Cheetah Girls 2,The Cheetah Girls 2,4289078
17102,1966-01-09,Dracula: Prince of Darkness,Dracula: Prince of Darkness,2091800
33258,1979-08-03,More American Graffiti,More American Graffiti,1801788
25749,1995-09-12,Children of the Corn III: Urban Harvest,Children of the Corn III: Urban Harvest,169220
14683,1974-09-18,The Nine Lives of Fritz the Cat,The Nine Lives of Fritz the Cat,3244025
21882,1976-08-25,Gator,Gator,5812847
25750,1996-10-08,Children of the Corn IV: The Gathering,Children of the Corn IV: The Gathering,3051597
31638,1979-05-18,Beyond the Poseidon Adventure,Beyond the Poseidon Adventure,2900798
28625,2002-01-22,Embrace the Darkness II,Embrace the Darkness II,479757
10594,2004-03-23,The Skulls III,The Skulls III,25538040
48636,1991-05-07,Nekromantik 2,Nekromantik 2,17477511
16820,1991-04-16,F/X2,F/X2,5630975
41671,1992-07-16,Amityville 1992: It's About Time,Amityville 1992: It's About Time,6563151
26957,1993-11-24,Puppet Master 4,Puppet Master 4,7153837
25753,2001-10-09,Children of the Corn: Revelation,Children of the Corn: Revelation,6073527
3124,1964-05-08,The Evil of Frankenstein,The Evil of Frankenstein,2091355
3076,1943-03-05,Frankenstein Meets the Wolf Man,Frankenstein Meets the Wolf Man,3302848
28423,1940-12-28,The Invisible Woman,The Invisible Woman,2683330
117258,1976-10-29,Look What's Happened to Rosemary's Baby,Look What's Happened to Rosemary's Baby,7625729
14154,2008-07-29,WarGames: The Dead Code,WarGames: The Dead Code,10523539
345529,1994-10-14,"Her Final Fury: Betty Broderick, the Last Chapter","Her Final Fury: Betty Broderick, the Last Chapter",813240
13899,2000-12-02,DEAD OR ALIVE 2 逃亡者,Dead or Alive 2: Birds,9016141
29242,1944-12-22,The Mummy's Curse,The Mummy's Curse,3504034
29243,1944-07-07,The Mummy's Ghost,The Mummy's Ghost,3523874
36934,1991-10-01,American Shaolin,American Shaolin,39311
30793,1945-12-07,House of Dracula,House of Dracula,3303351
26958,1994-09-21,Puppet Master 5,Puppet Master 5,7153927
27118,1939-03-24,The Hound of the Baskervilles,The Hound of the Baskervilles,5664795
44203,2000-03-25,呪怨2 ビデオ版,Ju-On: The Curse 2,6159275
33723,2005-03-24,見鬼10,The Eye 3: Infinity,4306261
41474,1972-09-02,子連れ狼 死に風に向う乳母車,Lone Wolf and Cub: Baby Cart to Hades,5672172
19725,1992-10-02,Carry On Columbus,Carry On Columbus,4840033
897,1956-10-11,অপরাজিত,Aparajito,172089
22240,1990-02-07,Ripoux contre Ripoux,My New Partner II,725984
17464,1984-12-21,Breakin' 2: Electric Boogaloo,Breakin' 2: Electric Boogaloo,2251076
63264,1998-04-10,Operation Delta Force 2: Mayday,Operation Delta Force 2: Mayday,29630881
16387,1966-08-05,Daleks' Invasion Earth: 2150 A.D.,Daleks' Invasion Earth: 2150 A.D.,359014
36222,2002-01-12,DEAD OR ALIVE FINAL,Dead or Alive: Final,9016095
30285,1996-12-25,The Evening Star,The Evening Star,854942
29239,1942-10-23,The Mummy's Tomb,The Mummy's Tomb,3494241
15482,1988-04-22,Return of the Killer Tomatoes!,Return of the Killer Tomatoes!,1249019
41946,1989-04-12,The Return of the Musketeers,The Return of the Musketeers,4969126
24939,2005-10-15,Return of the Living Dead: Rave to the Grave,Return of the Living Dead: Rave to the Grave,5651515
38125,1965-05-01,Curse of the Fly,Curse of the Fly,3509709
21828,1991-03-20,Flirting,Flirting,963021
25752,1999-10-19,Children of the Corn 666: Isaac's Return,Children of the Corn 666: Isaac's Return,6073447
29778,1968-11-07,Dracula Has Risen from the Grave,Dracula Has Risen from the Grave,2035081
33020,1972-06-26,Dracula A.D. 1972,Dracula A.D. 1972,2368143
39965,1976-05-07,Emanuelle nera: Orient reportage,Emanuelle in Bangkok,37379963
3146,1966-07-31,フランケンシュタインの怪獣 サンダ対ガイラ,The War of the Gargantuas,171690
117123,1947-05-20,Dick Tracy's Dilemma,Dick Tracy's Dilemma,13992681
79547,1964-06-24,Flipper's New Adventure,Flipper's New Adventure,3868326
43821,1940-08-10,The Return of Frank James,The Return of Frank James,1259785
13965,1988-03-24,The Man From Snowy River II,The Man From Snowy River II,4193180
79761,1929-02-21,The Iron Mask,The Iron Mask,2376252
