id,release_date,original_title,title,collection,collection_id,budget,revenue,runtime,popularity,vote_average,vote_count,adult,belongs_to_collection,genres,production_companies,spoken_languages,status,tagline,overview,imdb_id,production_countries,original_language
8346,2002-04-19,My Big Fat Greek Wedding,My Big Fat Greek Wedding,My Big Fat Greek Wedding Collection,389767,5000000,368744044,95,15.307,6.5,2102,False,"{'id': 389767, 'name': 'My Big Fat Greek Wedding Collection', 'poster_path': '/oalS0sTGzk2mgiAyOQ5iVR4juJC.jpg', 'backdrop_path': '/UzzUEBULGUuk695tZhLO9xShxV.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 12026, 'logo_path': '/l1Y8SRH3EaElU2niZQLT3I8tOFp.png', 'name': 'Gold Circle Films', 'origin_country': 'US'}, {'id': 3268, 'logo_path': '/tuomPhY2UtuPTqqFnKMVHvSb724.png', 'name': 'HBO', 'origin_country': 'US'}, {'id': 95018, 'logo_path': None, 'name': 'MPH Entertainment Productions', 'origin_country': ''}, {'id': 4171, 'logo_path': '/ip8rzankhLLhJGGkvfCirfUM26d.png', 'name': 'Playtone', 'origin_country': 'US'}]","[{'english_name': 'Greek', 'iso_639_1': 'el', 'name': 'ελληνικά'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Love is here to stay... so is her family.,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,tt0259446,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
302688,2016-03-23,My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,My Big Fat Greek Wedding Collection,389767,18000000,90632641,94,27.79,6.0,993,False,"{'id': 389767, 'name': 'My Big Fat Greek Wedding Collection', 'poster_path': '/oalS0sTGzk2mgiAyOQ5iVR4juJC.jpg', 'backdrop_path': '/UzzUEBULGUuk695tZhLO9xShxV.jpg'}","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 12026, 'logo_path': '/l1Y8SRH3EaElU2niZQLT3I8tOFp.png', 'name': 'Gold Circle Films', 'origin_country': 'US'}, {'id': 7429, 'logo_path': '/6in9uMqxXEHx5XgYgkeRBpZ4rPw.png', 'name': 'HBO Films', 'origin_country': 'US'}, {'id': 4171, 'logo_path': '/ip8rzankhLLhJGGkvfCirfUM26d.png', 'name': 'Playtone', 'origin_country': 'US'}, {'id': 181992, 'logo_path': None, 'name': 'Mandate International', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Greek', 'iso_639_1': 'el', 'name': 'ελληνικά'}]",Released,People change. Greeks don't.,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""",tt3760922,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
1001811,2023-09-07,My Big Fat Greek Wedding 3,My Big Fat Greek Wedding 3,My Big Fat Greek Wedding Collection,389767,0,34900000,92,16.896,6.1,153,False,"{'id': 389767, 'name': 'My Big Fat Greek Wedding Collection', 'poster_path': '/oalS0sTGzk2mgiAyOQ5iVR4juJC.jpg', 'backdrop_path': '/UzzUEBULGUuk695tZhLO9xShxV.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 4171, 'logo_path': '/ip8rzankhLLhJGGkvfCirfUM26d.png', 'name': 'Playtone', 'origin_country': 'US'}, {'id': 218960, 'logo_path': None, 'name': 'Gold Circle Entertainment', 'origin_country': 'US'}, {'id': 191075, 'logo_path': None, 'name': 'Artistic Films', 'origin_country': 'US'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Greek', 'iso_639_1': 'el', 'name': 'ελληνικά'}]",Released,It’s more than a journey. It’s more than a promise. It’s the event that brings everyone together.,"Following the death of their patriarch Gus, the Portokalos family travels to Greece for a family reunion, and to deliver Gus' journal to his old friends.",tt21103300,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
3980,1986-04-11,Critters,Critters,Critters Collection,10893,2000000,13167232,86,20.42,6.5,966,False,"{'id': 10893, 'name': 'Critters Collection', 'poster_path': '/6DTwPOGG1FVebElsUqH9UAJg2Qw.jpg', 'backdrop_path': '/wqqvfXVm6fQwEVLSWImt4yYdgCD.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 1531, 'logo_path': None, 'name': 'Smart Egg Pictures', 'origin_country': 'GB'}, {'id': 1532, 'logo_path': None, 'name': 'Sho Films', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The battle began in another galaxy. It's about to end in the Brown's backyard.,"Carnivorous aliens arrive unannounced at a Kansas family farm; two intergalactic bounty hunters soon follow, determined to blow them off the planet.",tt0090887,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
10127,1988-04-29,Critters 2,Critters 2,Critters Collection,10893,4500000,3813293,86,18.764,6.2,439,False,"{'id': 10893, 'name': 'Critters Collection', 'poster_path': '/6DTwPOGG1FVebElsUqH9UAJg2Qw.jpg', 'backdrop_path': '/wqqvfXVm6fQwEVLSWImt4yYdgCD.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 1532, 'logo_path': None, 'name': 'Sho Films', 'origin_country': ''}, {'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It's Everyone's Turn For Seconds,"Three bounty hunters from space fly back to the town of Grovers Bend, hoping to save local residents from a new batch of Critter eggs.",tt0094919,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
12702,1991-12-11,Critters 3,Critters 3,Critters Collection,10893,0,0,86,31.921,5.3,393,False,"{'id': 10893, 'name': 'Critters Collection', 'poster_path': '/6DTwPOGG1FVebElsUqH9UAJg2Qw.jpg', 'backdrop_path': '/wqqvfXVm6fQwEVLSWImt4yYdgCD.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 66755, 'logo_path': None, 'name': 'OH Films', 'origin_country': 'GB'}, {'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,First they destroyed a farm. Then they terrorized a town. Now they're ready to do some REAL damage!,"As fanged, furious furballs viciously invade an L.A. apartment building and sink their teeth into the low-rent tenants, Josh leads the battle to beat back the conniving critters and save the planet.",tt0101627,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
12525,1992-08-20,Critters 4,Critters 4,Critters Collection,10893,0,0,87,14.679,5.014,289,False,"{'id': 10893, 'name': 'Critters Collection', 'poster_path': '/6DTwPOGG1FVebElsUqH9UAJg2Qw.jpg', 'backdrop_path': '/wqqvfXVm6fQwEVLSWImt4yYdgCD.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 66755, 'logo_path': None, 'name': 'OH Films', 'origin_country': 'GB'}, {'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"In Space, They Love to Hear You Scream!","A super strain of genetically engineered mutants are designed to take over the universe, hungry to conquer the galaxy, with an appetite for mankind.",tt0101628,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
597856,2019-07-13,Critters Attack!,Critters Attack!,Critters Collection,10893,0,0,89,16.868,5.6,212,False,"{'id': 10893, 'name': 'Critters Collection', 'poster_path': '/6DTwPOGG1FVebElsUqH9UAJg2Qw.jpg', 'backdrop_path': '/wqqvfXVm6fQwEVLSWImt4yYdgCD.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 72489, 'logo_path': '/ekwQYn2gVl2Y1UAYlIFgMbWGviI.png', 'name': 'Blue Ribbon Content', 'origin_country': 'US'}, {'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 1957, 'logo_path': '/pJJw98MtNFC9cHn3o15G7vaUnnX.png', 'name': 'Warner Bros. Television', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Everyone is on the menu,"Follows 20-year-old Drea, who reluctantly takes a job babysitting for a professor of a college she hopes to attend. Struggling to entertain the professor's children Trissy and Jake, along with her own little brother Phillip , Drea takes them on a hike, unaware that mysterious alien critters have crash-landed and started devouring every living thing they encounter.",tt10240612,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
176,2004-10-01,Saw,Saw,Saw Collection,656,1200000,103911669,103,58.937,7.422,9174,False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/w0zPElyuA5q2kjdfa2FdNYeS5Io.jpg', 'backdrop_path': '/q6XF2qbrxdv3OwZPnXgecDRft1O.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]","[{'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 23019, 'logo_path': None, 'name': 'Evolution Entertainment', 'origin_country': ''}, {'id': 55405, 'logo_path': None, 'name': 'Saw Productions Inc.', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,How much blood would you shed to stay alive?,"Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.",tt0387564,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
215,2005-10-28,Saw II,Saw II,Saw Collection,656,4000000,147748505,93,33.059,6.598,5339,False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/w0zPElyuA5q2kjdfa2FdNYeS5Io.jpg', 'backdrop_path': '/q6XF2qbrxdv3OwZPnXgecDRft1O.jpg'}","[{'id': 27, 'name': 'Horror'}]","[{'id': 1053, 'logo_path': None, 'name': 'Got Films', 'origin_country': ''}, {'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 23019, 'logo_path': None, 'name': 'Evolution Entertainment', 'origin_country': ''}, {'id': 64651, 'logo_path': None, 'name': 'Saw 2 Productions', 'origin_country': ''}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Oh yes... There will be blood.,"The chilling and relentless Jigsaw killer returns to terrorize the city once again. When a gruesome murder victim emerges with unmistakable traces of Jigsaw's sinister methods, Detective Eric Matthews is thrust into a high-stakes investigation. To his surprise, apprehending Jigsaw seems almost too easy, but what he doesn't realize is that being caught is merely another piece of Jigsaw's intricate puzzle.",tt0432348,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
214,2006-10-26,Saw III,Saw III,Saw Collection,656,10000000,164876498,108,34.016,6.409,4491,False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/w0zPElyuA5q2kjdfa2FdNYeS5Io.jpg', 'backdrop_path': '/q6XF2qbrxdv3OwZPnXgecDRft1O.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 23019, 'logo_path': None, 'name': 'Evolution Entertainment', 'origin_country': ''}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Suffering? You haven't seen anything yet...,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scrambles to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",tt0489270,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
663,2007-10-25,Saw IV,Saw IV,Saw Collection,656,10000000,139352633,93,47.166,6.2,3741,False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/w0zPElyuA5q2kjdfa2FdNYeS5Io.jpg', 'backdrop_path': '/q6XF2qbrxdv3OwZPnXgecDRft1O.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You thought it was over...but the games have just begun.,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",tt0890870,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
11917,2008-10-23,Saw V,Saw V,Saw Collection,656,10800000,113864059,95,38.398,6.172,3471,False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/w0zPElyuA5q2kjdfa2FdNYeS5Io.jpg', 'backdrop_path': '/q6XF2qbrxdv3OwZPnXgecDRft1O.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 771, 'logo_path': '/fQpEeXgCVsXQkVVFMMjrrkOFja3.png', 'name': 'Mandate Pictures', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You won't believe how it ends.,"Following Jigsaw's grisly demise, Detective Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",tt1132626,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
22804,2009-10-22,Saw VI,Saw VI,Saw Collection,656,11000000,68234154,90,32.371,6.289,3186,False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/w0zPElyuA5q2kjdfa2FdNYeS5Io.jpg', 'backdrop_path': '/q6XF2qbrxdv3OwZPnXgecDRft1O.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 771, 'logo_path': '/fQpEeXgCVsXQkVVFMMjrrkOFja3.png', 'name': 'Mandate Pictures', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The game has come full circle.,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",tt1233227,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
41439,2010-10-22,Saw 3D,Saw 3D,Saw Collection,656,20000000,136435701,90,37.299,6.0,2995,False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/w0zPElyuA5q2kjdfa2FdNYeS5Io.jpg', 'backdrop_path': '/q6XF2qbrxdv3OwZPnXgecDRft1O.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]","[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 6680, 'logo_path': '/gffokPQO60FZn83IbBtN0Qr0esL.png', 'name': 'Serendipity Productions', 'origin_country': 'US'}, {'id': 771, 'logo_path': '/fQpEeXgCVsXQkVVFMMjrrkOFja3.png', 'name': 'Mandate Pictures', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The traps come alive.,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",tt1477076,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
298250,2017-10-25,Jigsaw,Jigsaw,Saw Collection,656,10000000,102952888,91,45.421,6.2,3653,False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/w0zPElyuA5q2kjdfa2FdNYeS5Io.jpg', 'backdrop_path': '/q6XF2qbrxdv3OwZPnXgecDRft1O.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 5855, 'logo_path': None, 'name': 'A Bigger Boat', 'origin_country': ''}, {'id': 6680, 'logo_path': '/gffokPQO60FZn83IbBtN0Qr0esL.png', 'name': 'Serendipity Productions', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The game continues.,"Law enforcement finds itself chasing the ghost of a man dead for over a decade, embroiled in a diabolical new game that's only just begun.",tt3348730,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
951491,2023-09-27,Saw X,Saw X,Saw Collection,656,13000000,111823047,118,55.111,7.2,1929,False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/w0zPElyuA5q2kjdfa2FdNYeS5Io.jpg', 'backdrop_path': '/q6XF2qbrxdv3OwZPnXgecDRft1O.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Witness the return of Jigsaw.,"Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",tt21807222,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
602734,2021-05-12,Spiral: From the Book of Saw,Spiral: From the Book of Saw,Saw Collection,656,20000000,40618920,93,35.047,6.0,2001,False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/w0zPElyuA5q2kjdfa2FdNYeS5Io.jpg', 'backdrop_path': '/q6XF2qbrxdv3OwZPnXgecDRft1O.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 6680, 'logo_path': '/gffokPQO60FZn83IbBtN0Qr0esL.png', 'name': 'Serendipity Productions', 'origin_country': 'US'}, {'id': 157697, 'logo_path': None, 'name': 'Dahlstar', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.",tt10342730,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
1207360,2025-09-25,Saw XI,Saw XI,Saw Collection,656,0,0,0,8.469,0.0,0,False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/w0zPElyuA5q2kjdfa2FdNYeS5Io.jpg', 'backdrop_path': '/q6XF2qbrxdv3OwZPnXgecDRft1O.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Planned,The game continues.,Eleventh installment in the 'Saw' franchise. Plot TBA.,tt30414742,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
513691,2018-06-05,The Debt Collector,The Debt Collector,The Debt Collector Collection,709271,3000000,28645,96,17.579,5.8,207,False,"{'id': 709271, 'name': 'The Debt Collector Collection', 'poster_path': '/x0xLc2zEFVnetrG4dXLhEIzltaK.jpg', 'backdrop_path': '/wIBTn04q3QIG8Z8akSJtdEd2ylz.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 103755, 'logo_path': None, 'name': 'Tarzana Productions', 'origin_country': 'US'}, {'id': 103833, 'logo_path': None, 'name': 'Cohesive Entertainment Group', 'origin_country': 'US'}, {'id': 4322, 'logo_path': None, 'name': 'Compound B', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Violence first. Questions later.,"A classically-trained martial artist goes to work as a debt collector for the mob. The job seems easy enough, until one “client” pulls him into a situation deeper than could ever be expected.",tt7448180,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
647785,2020-05-29,Debt Collectors,Debt Collectors,The Debt Collector Collection,709271,0,0,97,42.498,6.2,230,False,"{'id': 709271, 'name': 'The Debt Collector Collection', 'poster_path': '/x0xLc2zEFVnetrG4dXLhEIzltaK.jpg', 'backdrop_path': '/wIBTn04q3QIG8Z8akSJtdEd2ylz.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'id': 103755, 'logo_path': None, 'name': 'Tarzana Productions', 'origin_country': 'US'}, {'id': 130809, 'logo_path': None, 'name': 'DC2 Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,"A pair of debt collectors are thrust into an explosively dangerous situation, chasing down various lowlifes while also evading a vengeful kingpin.",tt10933680,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
10766,1978-06-09,Damien: Omen II,Damien: Omen II,The Omen Collection,10919,6800000,26518355,107,23.972,6.4,713,False,"{'id': 10919, 'name': 'The Omen Collection', 'poster_path': '/5De8Hqq0z9gmDM7SbWU0C5pTjPC.jpg', 'backdrop_path': '/4RyL9BO36iRnQP7r9wiboOGwJKQ.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 2767, 'logo_path': None, 'name': 'Mace Neufeld Productions', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 3399, 'logo_path': None, 'name': 'Harvey Bernhard Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The first time was only a warning.,"Since the sudden and suspicious deaths of his parents, young Damien has been in the charge of his wealthy aunt and uncle and enrolled in a military school. Widely feared to be the Antichrist, he relentlessly plots to seize control of his uncle's business empire — and the world.",tt0077394,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
10768,1981-03-20,The Final Conflict,The Final Conflict,The Omen Collection,10919,5000000,20471382,108,23.53,5.8,559,False,"{'id': 10919, 'name': 'The Omen Collection', 'poster_path': '/5De8Hqq0z9gmDM7SbWU0C5pTjPC.jpg', 'backdrop_path': '/4RyL9BO36iRnQP7r9wiboOGwJKQ.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 3399, 'logo_path': None, 'name': 'Harvey Bernhard Productions', 'origin_country': ''}, {'id': 2767, 'logo_path': None, 'name': 'Mace Neufeld Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The power of evil is no longer in the hands of a child,"Damien Thorn has helped rescue the world from a recession, appearing to be a benign corporate benefactor. When he then becomes U.S. Ambassador to the United Kingdom, Damien fulfills a terrifying biblical prophecy. He also faces his own potential demise as an astronomical event brings about the second coming of Christ.",tt0082377,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
