id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
81477,1969-09-18,Mad Doctor of Blood Island,Mad Doctor of Blood Island,Blood Island Collection,812830,nan
90315,1970-05-06,Beast of Blood,Beast of Blood,Blood Island Collection,812830,nan
14444,1998-11-20,The Rugrats Movie,The Rugrats Movie,Rugrats Collection,57129,nan
20694,2003-06-13,Rugrats Go Wild,Rugrats Go Wild,Rugrats Collection,57129,nan
16340,2000-11-17,Rugrats in Paris: The Movie,Rugrats in Paris: The Movie,Rugrats Collection,57129,nan
6007,2001-03-16,Elling,Elling,Elling Collection,12075,nan
11166,2003-10-10,Mors Elling,Mother's Elling,Elling Collection,12075,nan
12076,2005-09-23,Elsk meg i morgen,Love Me Tomorrow,Elling Collection,12075,nan
10748,2007-12-21,St. Trinian's,St. Trinian's,St. Trinian's Collection,12077,nan
11402,1954-09-28,The Belles of St. Trinian's,The Belles of St. Trinian's,St. Trinian's Collection,12077,nan
37565,2009-12-18,St Trinian's 2: The Legend of Fritton's Gold,St Trinian's 2: The Legend of Fritton's Gold,St. Trinian's Collection,12077,nan
21077,1960-12-22,The Pure Hell of St. Trinian's,The Pure Hell of St. Trinian's,St. Trinian's Collection,12077,nan
16904,1957-12-01,Blue Murder at St. Trinian's,Blue Murder at St. Trinian's,St. Trinian's Collection,12077,nan
14387,1966-03-11,The Great St. Trinian's Train Robbery,The Great St. Trinian's Train Robbery,St. Trinian's Collection,12077,nan
40637,1980-09-10,The Wildcats of St. Trinian's,The Wildcats of St. Trinian's,St. Trinian's Collection,12077,nan
36199,2002-03-02,デジモンテイマーズ 暴走デジモン特急,Digimon Tamers: Runaway Locomon,Digimon Tamers Collection,1214254,nan
36200,2001-07-14,デジモンテイマーズ 冒険者たちの戦い,Digimon Tamers: Battle of Adventurers,Digimon Tamers Collection,1214254,nan
10869,1974-02-12,Herbie Rides Again,Herbie Rides Again,Herbie Collection,12087,nan
11451,2005-06-22,Herbie Fully Loaded,Herbie Fully Loaded,Herbie Collection,12087,nan
12129,1980-06-25,Herbie Goes Bananas,Herbie Goes Bananas,Herbie Collection,12087,nan
14140,1977-06-24,Herbie Goes to Monte Carlo,Herbie Goes to Monte Carlo,Herbie Collection,12087,nan
14136,1968-12-23,The Love Bug,The Love Bug,Herbie Collection,12087,nan
32643,1997-11-29,The Love Bug,The Love Bug,Herbie Collection,12087,nan
28682,1977-01-05,Emanuelle in America,Emanuelle in America,Black Emanuelle Collection,227140,nan
28574,1982-09-09,Violenza in un carcere femminile,Violence in a Women's Prison,Black Emanuelle Collection,227140,nan
45233,1983-05-06,Blade Violent - I violenti,Women's Prison Massacre,Black Emanuelle Collection,227140,nan
40132,1978-04-20,La via della prostituzione,Emanuelle and the White Slave Trade,Black Emanuelle Collection,227140,nan
28325,1977-09-16,Emanuelle - Perché violenza alle donne?,Emanuelle Around the World,Black Emanuelle Collection,227140,nan
28324,1977-10-21,Emanuelle e gli ultimi cannibali,Emanuelle and the Last Cannibals,Black Emanuelle Collection,227140,nan
40348,1975-11-27,Emanuelle nera,Black Emanuelle,Black Emanuelle Collection,227140,nan
90119,1976-07-31,Emanuelle nera n. 2,Black Emanuelle 2,Black Emanuelle Collection,227140,nan
59068,1977-08-10,Suor Emanuelle,Sister Emanuelle,Black Emanuelle Collection,227140,nan
158618,1978-05-17,Emanuelle e le porno notti nel mondo n. 2,Emanuelle and the Porno Nights of the World N. 2,Black Emanuelle Collection,227140,nan
407742,1978-04-20,Le notti porno nel mondo nº 2,Sexy Night Report n. 2,Black Emanuelle Collection,227140,nan
39965,1976-05-07,Emanuelle nera: Orient reportage,Emanuelle in Bangkok,Black Emanuelle Collection,227140,nan
158611,1977-12-20,Le notti porno nel mondo,Sexy Night Report,Black Emanuelle Collection,227140,nan
263261,1937-09-01,Victoria the Great,Victoria the Great,Queen Victoria Collection,1175370,nan
263262,1938-11-18,Sixty Glorious Years,Sixty Glorious Years,Queen Victoria Collection,1175370,nan
55762,1977-01-14,Sweeney!,Sweeney!,The Sweeney Movie Collection,270156,nan
55766,1978-03-30,Sweeney 2,Sweeney 2,The Sweeney Movie Collection,270156,nan
505383,1974-06-04,Regan,Regan,The Sweeney Movie Collection,270156,nan
11430,2004-02-06,The Lion King 1½,The Lion King 1½,The Lion King Collection,94032,nan
9732,1998-10-24,The Lion King II: Simba's Pride,The Lion King II: Simba's Pride,The Lion King Collection,94032,nan
8587,1994-06-24,The Lion King,The Lion King,The Lion King Collection,94032,nan
90,1984-12-05,Beverly Hills Cop,Beverly Hills Cop,Beverly Hills Cop Collection,85861,nan
96,1987-05-18,Beverly Hills Cop II,Beverly Hills Cop II,Beverly Hills Cop Collection,85861,nan
306,1994-05-24,Beverly Hills Cop III,Beverly Hills Cop III,Beverly Hills Cop Collection,85861,nan
280180,2024-06-20,Beverly Hills Cop: Axel F,Beverly Hills Cop: Axel F,Beverly Hills Cop Collection,85861,nan
201937,1994-11-09,Prehysteria! 2,Prehysteria! 2,Prehysteria Collection,640872,nan
79500,1993-06-30,Prehysteria!,Prehysteria!,Prehysteria Collection,640872,nan
201938,1995-09-26,Prehysteria! 3,Prehysteria! 3,Prehysteria Collection,640872,nan
29912,1953-09-16,The Robe,The Robe,Demetrius Collection,366444,nan
43332,1954-06-16,Demetrius and the Gladiators,Demetrius and the Gladiators,Demetrius Collection,366444,nan
18498,1985-01-18,Ghoulies,Ghoulies,Ghoulies Collection,44913,nan
28605,1987-07-31,Ghoulies II,Ghoulies II,Ghoulies Collection,44913,nan
44909,1990-08-15,Ghoulies III: Ghoulies Go to College,Ghoulies III: Ghoulies Go to College,Ghoulies Collection,44913,nan
30654,1994-08-17,Ghoulies IV,Ghoulies IV,Ghoulies Collection,44913,nan
16246,1974-07-28,Gone in 60 Seconds,Gone in 60 Seconds,Gone in 60 Seconds Trilogy,391040,nan
54498,1982-08-28,The Junkman,The Junkman,Gone in 60 Seconds Trilogy,391040,nan
83507,1983-10-28,Deadline Auto Theft,Deadline Auto Theft,Gone in 60 Seconds Trilogy,391040,nan
14728,2008-10-25,The Librarian: The Curse of the Judas Chalice,The Librarian: The Curse of the Judas Chalice,The Librarian Collection,85890,nan
14207,2004-07-12,The Librarian: Quest for the Spear,The Librarian: Quest for the Spear,The Librarian Collection,85890,nan
14208,2006-09-09,The Librarian: Return to King Solomon's Mines,The Librarian: Return to King Solomon's Mines,The Librarian Collection,85890,nan
51848,2009-12-23,A Golden Christmas,A Golden Christmas,A Golden Christmas Collection,237444,nan
236417,2012-12-22,A Golden Christmas 3,A Golden Christmas 3,A Golden Christmas Collection,237444,nan
137475,2011-11-15,3 Holiday Tails,3 Holiday Tails,A Golden Christmas Collection,237444,nan
332,1999-07-23,Inspector Gadget,Inspector Gadget,Inspector Gadget Collection,237445,nan
19766,2003-03-11,Inspector Gadget 2,Inspector Gadget 2,Inspector Gadget Collection,237445,nan
17264,1979-10-13,The Black Stallion,The Black Stallion,The Black Stallion Collection,405393,nan
24883,1983-03-25,The Black Stallion Returns,The Black Stallion Returns,The Black Stallion Collection,405393,nan
42418,2003-12-25,Young Black Stallion,Young Black Stallion,The Black Stallion Collection,405393,nan
59811,2010-12-17,Çakallarla Dans,Dance with the Jackals,Çakallarla Dans Collection,315283,nan
187976,2012-12-06,Çakallarla Dans 2: Hastasıyız Dede!,Dance with the Jackals 2,Çakallarla Dans Collection,315283,nan
336292,2014-12-05,Çakallarla Dans 3: Sıfır Sıkıntı,Dance with the Jackals 3,Çakallarla Dans Collection,315283,nan
435246,2016-11-25,Çakallarla Dans 4,Dance with the Jackals 4,Çakallarla Dans Collection,315283,nan
601326,2018-11-08,Çakallarla Dans 5,Dance with the Jackals 5,Çakallarla Dans Collection,315283,nan
976745,2022-12-02,Çakallarla Dans 6,Dance with the Jackals 6,Çakallarla Dans Collection,315283,nan
1262268,2024-12-06,Çakallarla Dans 7,Dance with the Jackals 7,Çakallarla Dans Collection,315283,nan
12721,1986-05-02,"No Retreat, No Surrender","No Retreat, No Surrender","No Retreat, No Surrender Collection",384920,nan
42012,1987-11-05,"No Retreat, No Surrender 2: Raging Thunder","No Retreat, No Surrender 2: Raging Thunder","No Retreat, No Surrender Collection",384920,nan
36884,1990-01-25,"No Retreat, No Surrender 3: Blood Brothers","No Retreat, No Surrender 3: Blood Brothers","No Retreat, No Surrender Collection",384920,nan
68895,1990-11-01,The King of the Kickboxers,The King of the Kickboxers,"No Retreat, No Surrender Collection",384920,nan
36934,1991-10-01,American Shaolin,American Shaolin,"No Retreat, No Surrender Collection",384920,nan
37609,2006-07-31,The Cheetah Girls 2,The Cheetah Girls 2,The Cheetah Girls Collection,425880,nan
32293,2003-08-15,The Cheetah Girls,The Cheetah Girls,The Cheetah Girls Collection,425880,nan
27621,2008-08-22,The Cheetah Girls: One World,The Cheetah Girls: One World,The Cheetah Girls Collection,425880,nan
204912,1993-09-22,Thunder in Paradise,Thunder in Paradise,Thunder in Paradise Collection,425881,nan
207390,1994-04-27,Thunder in Paradise 2,Thunder in Paradise 2,Thunder in Paradise Collection,425881,nan
207376,1995-07-11,Thunder in Paradise 3,Thunder in Paradise 3,Thunder in Paradise Collection,425881,nan
348,1979-05-25,Alien,Alien,Alien Collection,8091,nan
679,1986-07-18,Aliens,Aliens,Alien Collection,8091,nan
8077,1992-05-22,Alien³,Alien³,Alien Collection,8091,nan
8078,1997-11-12,Alien Resurrection,Alien Resurrection,Alien Collection,8091,nan
54433,1995-03-11,ガメラ 大怪獣空中決戦,Gamera: Guardian of the Universe,Gamera (Heisei) Collection,657313,nan
59480,1996-07-12,ガメラ2 レギオン襲来,Gamera 2: Attack of Legion,Gamera (Heisei) Collection,657313,nan
60159,1999-03-06,ガメラ3 邪神＜イリス＞覚醒,Gamera 3: Revenge of Iris,Gamera (Heisei) Collection,657313,nan
53031,1972-04-15,Living Free,Living Free,Born Free Collection,354210,nan
35842,1996-04-27,Born Free: A New Adventure,Born Free: A New Adventure,Born Free Collection,354210,nan
15347,1966-03-26,Born Free,Born Free,Born Free Collection,354210,nan
9545,1993-01-29,Sniper,Sniper,Sniper Collection,14246,nan
14245,2002-12-28,Sniper 2,Sniper 2,Sniper Collection,14246,nan
14247,2004-10-19,Sniper 3,Sniper 3,Sniper Collection,14246,nan
58767,2011-04-26,Sniper: Reloaded,Sniper: Reloaded,Sniper Collection,14246,nan
290729,2014-09-30,Sniper: Legacy,Sniper: Legacy,Sniper Collection,14246,nan
407375,2016-08-02,Sniper: Ghost Shooter,Sniper: Ghost Shooter,Sniper Collection,14246,nan
464889,2017-10-03,Sniper: Ultimate Kill,Sniper: Ultimate Kill,Sniper Collection,14246,nan
702936,2020-06-15,Sniper: Assassin's End,Sniper: Assassin's End,Sniper Collection,14246,nan
997120,2022-08-16,Sniper: Rogue Mission,Sniper: Rogue Mission,Sniper Collection,14246,nan
1171541,2023-09-26,Sniper: G.R.I.T. - Global Response & Intelligence Team,Sniper: G.R.I.T. - Global Response & Intelligence Team,Sniper Collection,14246,nan
11395,1994-11-11,The Santa Clause,The Santa Clause,The Santa Clause Collection,53159,nan
9021,2002-09-29,The Santa Clause 2,The Santa Clause 2,The Santa Clause Collection,53159,nan
13767,2006-11-02,The Santa Clause 3: The Escape Clause,The Santa Clause 3: The Escape Clause,The Santa Clause Collection,53159,nan
64142,1936-12-20,Three Smart Girls,Three Smart Girls,Three Smart Girls Trilogy,1361831,nan
64143,1939-03-24,Three Smart Girls Grow Up,Three Smart Girls Grow Up,Three Smart Girls Trilogy,1361831,nan
218113,1943-07-16,Hers to Hold,Hers to Hold,Three Smart Girls Trilogy,1361831,nan
41357,1971-04-19,Summer of '42,Summer of '42,Summer of '42 Collection,1286059,nan
89545,1973-04-10,Class of '44,Class of '44,Summer of '42 Collection,1286059,nan
3176,2000-12-16,バトル・ロワイアル,Battle Royale,Battle Royale Collection,16302,nan
3177,2003-07-05,バトル・ロワイアルII 鎮魂歌,Battle Royale II: Requiem,Battle Royale Collection,16302,nan
17478,2004-08-27,धूम,Dhoom,Dhoom Collection,44976,nan
14194,2006-11-24,धूम २,Dhoom 2,Dhoom Collection,44976,nan
44977,2013-12-19,धूम ३,Dhoom 3,Dhoom Collection,44976,nan
496319,2026-08-14,Dhoom 4,Dhoom 4,Dhoom Collection,44976,nan
9600,2000-05-31,Big Momma's House,Big Momma's House,Big Momma's House Collection,44979,nan
11565,2006-01-26,Big Momma's House 2,Big Momma's House 2,Big Momma's House Collection,44979,nan
38322,2011-02-16,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",Big Momma's House Collection,44979,nan
9666,2003-08-15,呪怨2,Ju-on: The Grudge 2,Ju-on Collection,1972,nan
11838,2002-10-18,呪怨,Ju-on: The Grudge,Ju-on Collection,1972,nan
32250,2000-02-11,呪怨,Ju-on: The Curse,Ju-on Collection,1972,nan
44203,2000-03-25,呪怨2 ビデオ版,Ju-On: The Curse 2,Ju-on Collection,1972,nan
10547,1996-05-31,The Arrival,The Arrival,The Arrival Collection,116661,nan
19154,1998-11-06,The Second Arrival,The Second Arrival,The Arrival Collection,116661,nan
10045,2004-11-09,Banlieue 13,District B13,District 13 Collection,85946,nan
15357,2009-02-18,Banlieue 13 - Ultimatum,District 13: Ultimatum,District 13 Collection,85946,nan
17532,2009-04-28,S. Darko,S. Darko,Darko Collection,178106,nan
141,2001-01-19,Donnie Darko,Donnie Darko,Darko Collection,178106,nan
647932,2009-05-20,Bloodstone,Bloodstone,Bloodstone Collection,1341370,nan
647935,2011-08-06,Bloodstone II,Bloodstone II,Bloodstone Collection,1341370,nan
13417,2005-12-05,Kronk's New Groove,Kronk's New Groove,The Emperor's New Groove Collection,178117,nan
11688,2000-12-15,The Emperor's New Groove,The Emperor's New Groove,The Emperor's New Groove Collection,178117,nan
28933,2001-03-15,The Brotherhood,The Brotherhood,The Brotherhood Collection,262086,nan
44259,2001-09-25,The Brotherhood 2: Young Warlocks,The Brotherhood 2: Young Warlocks,The Brotherhood Collection,262086,nan
28927,2003-04-23,The Brotherhood III: Young Demons,The Brotherhood III: Young Demons,The Brotherhood Collection,262086,nan
181965,2005-03-01,The Brotherhood IV: the Complex,The Brotherhood IV: the Complex,The Brotherhood Collection,262086,nan
113917,2009-01-18,The Brotherhood V: Alumni,The Brotherhood V: Alumni,The Brotherhood Collection,262086,nan
180631,2009-01-19,The Brotherhood VI: Initiation,The Brotherhood VI: Initiation,The Brotherhood Collection,262086,nan
11282,2004-07-02,Harold & Kumar Go to White Castle,Harold & Kumar Go to White Castle,Harold & Kumar Collection,30663,nan
13335,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Collection,30663,nan
55465,2011-11-04,A Very Harold & Kumar Christmas,A Very Harold & Kumar Christmas,Harold & Kumar Collection,30663,nan
42450,1974-08-08,Macon County Line,Macon County Line,Macon County Collection,458697,nan
42263,1975-07-23,Return to Macon County,Return to Macon County,Macon County Collection,458697,nan
322018,1990-05-17,ഇൻ ഹരിഹർ നഗർ,In Harihar Nagar,Harihar Nagar  Collection,415694,nan
32172,2009-04-01,2 ഹരിഹർനഗർ,2 Harihar Nagar,Harihar Nagar  Collection,415694,nan
202724,2010-03-25,In ഗോസ്റ്റ് ഹൗസ് Inn,In Ghost House Inn,Harihar Nagar  Collection,415694,nan
1266,2008-04-10,Street Kings,Street Kings,Street Kings Collection,124881,nan
58625,2011-04-19,Street Kings 2: Motor City,Street Kings 2: Motor City,Street Kings Collection,124881,nan
862,1995-10-30,Toy Story,Toy Story,Toy Story Collection,10194,nan
863,1999-10-30,Toy Story 2,Toy Story 2,Toy Story Collection,10194,nan
10193,2010-06-16,Toy Story 3,Toy Story 3,Toy Story Collection,10194,nan
301528,2019-06-19,Toy Story 4,Toy Story 4,Toy Story Collection,10194,nan
1084244,2026-06-17,Toy Story 5,Toy Story 5,Toy Story Collection,10194,nan
33392,1938-12-30,Charlie Chan in Honolulu,Charlie Chan in Honolulu,Charlie Chan (Sidney Toler) Collection,413661,nan
33394,1939-06-16,Charlie Chan in Reno,Charlie Chan in Reno,Charlie Chan (Sidney Toler) Collection,413661,nan
33388,1939-08-31,Charlie Chan at Treasure Island,Charlie Chan at Treasure Island,Charlie Chan (Sidney Toler) Collection,413661,nan
33389,1939-11-15,City in Darkness,City in Darkness,Charlie Chan (Sidney Toler) Collection,413661,nan
38458,1940-03-01,Charlie Chan in Panama,Charlie Chan in Panama,Charlie Chan (Sidney Toler) Collection,413661,nan
38456,1940-05-02,Charlie Chan's Murder Cruise,Charlie Chan's Murder Cruise,Charlie Chan (Sidney Toler) Collection,413661,nan
38457,1940-09-06,Charlie Chan at the Wax Museum,Charlie Chan at the Wax Museum,Charlie Chan (Sidney Toler) Collection,413661,nan
38459,1940-12-13,Murder Over New York,Murder Over New York,Charlie Chan (Sidney Toler) Collection,413661,nan
38460,1941-03-28,Dead Men Tell,Dead Men Tell,Charlie Chan (Sidney Toler) Collection,413661,nan
38461,1941-09-05,Charlie Chan in Rio,Charlie Chan in Rio,Charlie Chan (Sidney Toler) Collection,413661,nan
29328,1942-02-02,Castle in the Desert,Castle in the Desert,Charlie Chan (Sidney Toler) Collection,413661,nan
38462,1944-02-14,Charlie Chan in the Secret Service,Charlie Chan in the Secret Service,Charlie Chan (Sidney Toler) Collection,413661,nan
38463,1944-05-20,Charlie Chan in The Chinese Cat,Charlie Chan in The Chinese Cat,Charlie Chan (Sidney Toler) Collection,413661,nan
38464,1944-08-19,Black Magic,Black Magic,Charlie Chan (Sidney Toler) Collection,413661,nan
38468,1945-01-26,Charlie Chan in The Jade Mask,Charlie Chan in The Jade Mask,Charlie Chan (Sidney Toler) Collection,413661,nan
38467,1945-05-11,The Scarlet Clue,The Scarlet Clue,Charlie Chan (Sidney Toler) Collection,413661,nan
38466,1945-08-01,The Red Dragon,The Red Dragon,Charlie Chan (Sidney Toler) Collection,413661,nan
38465,1945-09-29,The Shanghai Cobra,The Shanghai Cobra,Charlie Chan (Sidney Toler) Collection,413661,nan
38469,1946-06-27,Shadows Over Chinatown,Shadows Over Chinatown,Charlie Chan (Sidney Toler) Collection,413661,nan
38470,1946-10-12,Dangerous Money,Dangerous Money,Charlie Chan (Sidney Toler) Collection,413661,nan
38472,1946-11-30,The Trap,The Trap,Charlie Chan (Sidney Toler) Collection,413661,nan
38471,1946-05-25,Dark Alibi,Dark Alibi,Charlie Chan (Sidney Toler) Collection,413661,nan
238651,1988-07-21,ആഗസ്റ്റ് 1,August 1,August Collection,415711,nan
215015,2011-03-24,ആഗസ്റ്റ്‌ 15,August 15,August Collection,415711,nan
69554,2006-06-06,കീര്‍ത്തിചക്ര,Keerthi Chakra,Major Mahadevan Collection,415712,nan
