,id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
350,195656,1979-12-14,"La familia bien, gracias","La familia bien, gracias",The Big Family Collection,792952,13542692
351,319217,1999-12-25,La familia... 30 años después,La familia... 30 años después,The Big Family Collection,792952,13542692
352,9316,2003-01-21,องค์บาก,Ong-Bak,Ong Bak Collection,94589,878005
353,16353,2008-12-04,องค์บาก 2,Ong Bak 2,Ong Bak Collection,94589,4916683
354,43209,2010-05-05,องค์บาก 3,Ong Bak 3,Ong Bak Collection,94589,20762905
355,43593,2010-08-20,Piranha 3D,Piranha 3D,Piranha 3D Collection,104830,19942818
356,71668,2012-05-11,Piranha 3DD,Piranha 3DD,Piranha 3D Collection,104830,31879136
357,9013,1988-07-20,Midnight Run,Midnight Run,Midnight Run Collection,633215,1122030
358,202620,1994-02-05,Another Midnight Run,Another Midnight Run,Midnight Run Collection,633215,5817325
359,529000,1994-03-20,Midnight Runaround,Midnight Runaround,Midnight Run Collection,633215,5817147
360,437066,1994-07-14,Midnight Run for Your Life,Midnight Run for Your Life,Midnight Run Collection,633215,5812638
361,9749,1985-05-31,Fletch,Fletch,Fletch Collection,104833,2484540
362,14628,1989-03-17,Fletch Lives,Fletch Lives,Fletch Collection,104833,5652838
363,147683,1978-02-12,"Profetul, aurul și ardelenii","The Prophet, the Gold, and the Transylvanians",Transylvanians Trilogy,620931,6273971
364,144089,1978-12-22,"Artista, dolarii și ardelenii","The Actress, the Dollars and the Transylvanians",Transylvanians Trilogy,620931,25705811
365,147692,1981-01-12,"Pruncul, petrolul şi ardelenii","The Oil, the Baby and the Transylvanians",Transylvanians Trilogy,620931,1476430
366,1885,1984-06-22,The Karate Kid,The Karate Kid,The Karate Kid Collection,8580,91133
367,8856,1986-06-18,The Karate Kid Part II,The Karate Kid Part II,The Karate Kid Collection,8580,1107088
368,10495,1989-06-16,The Karate Kid Part III,The Karate Kid Part III,The Karate Kid Collection,8580,2353104
369,11231,1994-07-18,The Next Karate Kid,The Next Karate Kid,The Karate Kid Collection,8580,657809
370,1011477,2025-05-28,Karate Kid: Legends,Karate Kid: Legends,The Karate Kid Collection,8580,71774699
371,377,1984-10-31,A Nightmare on Elm Street,A Nightmare on Elm Street,A Nightmare on Elm Street Collection,8581,3028191
372,10014,1985-11-01,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Collection,8581,31658692
373,10072,1987-02-27,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street Collection,8581,3037946
374,10131,1988-08-19,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street Collection,8581,3038038
375,10160,1989-08-11,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street Collection,8581,3038054
376,11284,1991-09-05,Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare,A Nightmare on Elm Street Collection,8581,2933385
377,11596,1994-10-13,New Nightmare,New Nightmare,A Nightmare on Elm Street Collection,8581,347235
378,1642,1995-07-28,The Net,The Net,The Net Collection,328073,68699723
379,9834,2006-02-15,The Net 2.0,The Net 2.0,The Net Collection,328073,11327665
380,106,1987-06-12,Predator,Predator,Predator Collection,399,230481
381,169,1990-11-21,Predator 2,Predator 2,Predator Collection,399,620034
382,34851,2010-07-03,Predators,Predators,Predator Collection,399,24630747
383,346910,2018-09-05,The Predator,The Predator,Predator Collection,399,48705675
384,766507,2022-08-02,Prey,Prey,Predator Collection,399,65893790
385,1242898,2025-11-05,Predator: Badlands,Predator: Badlands,Predator Collection,399,76045652
386,1376434,,Untitled Predator Film,Untitled Predator Film,Predator Collection,399,78195733
387,953,2005-05-25,Madagascar,Madagascar,Madagascar Collection,14740,17901688
388,10527,2008-10-30,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,Madagascar Collection,14740,3858746
389,80321,2012-06-06,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,Madagascar Collection,14740,21153376
390,27398,1968-07-29,La marca del Hombre Lobo,Frankenstein's Bloody Terror,Daninsky Werewolf Collection,844181,3303226
391,3216,1970-02-24,Los monstruos del terror,Assignment Terror,Daninsky Werewolf Collection,844181,7276177
392,28403,1971-05-17,La noche de Walpurgis,The Werewolf Versus the Vampire Woman,Daninsky Werewolf Collection,844181,34418416
393,28406,1972-02-07,La furia del Hombre Lobo,The Fury of the Wolf Man,Daninsky Werewolf Collection,844181,62536279
394,115423,1972-05-06,Doctor Jekyll y el Hombre Lobo,Dr. Jekyll vs. the Werewolf,Daninsky Werewolf Collection,844181,7274700
395,40347,1973-10-30,El retorno de Walpurgis,Curse of the Devil,Daninsky Werewolf Collection,844181,60866128
396,54112,1975-01-09,La maldición de la bestia,Night of the Howling Beast,Daninsky Werewolf Collection,844181,7277391
397,29906,1981-04-08,El retorno del Hombre Lobo,Night of the Werewolf,Daninsky Werewolf Collection,844181,1712037
398,29909,1983-11-25,La bestia y la espada mágica,The Beast and the Magic Sword,Daninsky Werewolf Collection,844181,7277772
399,208917,1988-01-01,El aullido del diablo,Howl of the Devil,Daninsky Werewolf Collection,844181,60447378
