,Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Unnamed: 0,id,release_date,original_title,title,collection,collection_id
72312,1476430,/m/054k02,"The Oil, the Baby and the Transylvanians",1981,,,"{""/m/02hxc3j"": ""Romanian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/06c1y"": ""Romania""}","{""/m/0hfjk"": ""Western"", ""/m/01z4y"": ""Comedy""}",360,147692,1981-01-12,"Pruncul, petrolul şi ardelenii","The Oil, the Baby and the Transylvanians",Transylvanians Trilogy,620931
72320,2263255,/m/06_68d,Return of the Living Dead Part II,1988-01-08,9205924.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/03npn"": ""Horror"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02b5_l"": ""Teen"", ""/m/0hj3n7f"": ""Horror Comedy""}",1041,24929,1988-01-15,Return of the Living Dead Part II,Return of the Living Dead Part II,Return of the Living Dead Collection,101471
72332,13048288,/m/02z4kpk,Dollman vs. Demonic Toys,1993-10-13,,64.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror""}",180,84152,1993-08-13,Dollman vs. Demonic Toys,Dollman vs. Demonic Toys,Demonic Toys Collection,264434
72425,4073694,/m/0bgrkb,The Bitch,1979-12,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/02js9"": ""Erotica"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",639,50672,1979-09-19,The Bitch,The Bitch,Fontaine Khaled Collection,412300
72461,358688,/m/01_5px,Aladdin and the King of Thieves,1996-08-13,,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/0hcr"": ""Animation""}",14,11238,1996-05-20,Aladdin and the King of Thieves,Aladdin and the King of Thieves,Aladdin Collection,86027
72470,358684,/m/01_5ph,The Return of Jafar,1994-05-20,,66.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family""}",13,15969,1994-05-20,The Return of Jafar,The Return of Jafar,Aladdin Collection,86027
72480,2513630,/m/07k36l,Cyborg,1989-04-07,10166459.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film""}",517,10134,1989-04-07,Cyborg,Cyborg,Cyborg Collection,98853
72501,3444797,/m/09csq1,Conan the Barbarian,1982-03-15,100000000.0,129.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/04xvh5"": ""Costume drama"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/0dz8b"": ""Sword and sorcery"", ""/m/02kdv5l"": ""Action"", ""/m/0520_cy"": ""Sword and sorcery films""}",144,106511,1982-10-21,Nyi Blorong,The Snake Queen,Nyi Blorong - Collection,1106111
72561,16668626,/m/03yktkv,Scarecrow Slayer,2003,,93.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",1331,63382,2003-08-12,Scarecrow Slayer,Scarecrow Slayer,Scarecrow Collection,419257
72562,410832,/m/0251br,Sniper,1993-01-29,18994653.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action""}",1732,9545,1993-01-29,Sniper,Sniper,Sniper Collection,14246
72562,410832,/m/0251br,Sniper,1993-01-29,18994653.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action""}",1741,1171541,2023-09-26,Sniper: G.R.I.T. - Global Response & Intelligence Team,Sniper: G.R.I.T. - Global Response & Intelligence Team,Sniper Collection,14246
72676,12118772,/m/02vqdk5,Lucky Stars Go Places,1986,,95.0,"{""/m/0459q4"": ""Standard Cantonese"", ""/m/012w70"": ""Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/01z4y"": ""Comedy"", ""/m/0gw5qqq"": ""Chinese Movies""}",1275,63030,1986-06-20,最佳福星,Lucky Stars Go Places,Lucky Stars Collection,300431
72773,1507610,/m/056qgs,The Rugrats Movie,1998-11-20,140894675.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/0bj8m2"": ""Children's"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film""}",1645,14444,1998-11-20,The Rugrats Movie,The Rugrats Movie,Rugrats Collection,57129
72777,1381470,/m/04y4kd,The Pure Hell of St Trinian's,1960,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",1654,21077,1960-12-22,The Pure Hell of St. Trinian's,The Pure Hell of St. Trinian's,St. Trinian's Collection,12077
72832,180785,/m/018pgb,Ring,1998-01-31,,96.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/0gw5n2f"": ""Japanese Movies""}",1109,2671,1998-01-31,リング,Ring,Ring Collection,93369
72873,2063141,/m/06jh_v,The Devil's Rejects,2005-05-11,19390029.0,107.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",1084,1696,2005-07-22,The Devil's Rejects,The Devil's Rejects,Firefly Collection,105625
73017,113427,/m/0sxfd,Terms of Endearment,1983-11-20,108423489.0,132.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0fx2s"": ""Tragedy"", ""/m/05p553"": ""Comedy film"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02l7c8"": ""Romance Film"", ""/m/0q9mp"": ""Tragicomedy"", ""/m/0hqxf"": ""Family Film""}",33,11050,1983-11-20,Terms of Endearment,Terms of Endearment,Terms of Endearment Collection,507956
73133,3239688,/m/02p76f9,Interview with the Vampire: The Vampire Chronicles,1994-11-11,223664608.0,123.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/01hmnh"": ""Fantasy""}",845,34125,1997-02-25,Vampire Journals,Vampire Journals,Subspecies Collection,103291
73213,20795248,/m/0642xjw,Mutiny on the Buses,1972-06,,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",870,40570,1972-06-02,Mutiny on the Buses,Mutiny on the Buses,On the Buses Collection,123798
73225,12282438,/m/02vyvxb,The Stepford Children,1987-03-15,,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/015w9s"": ""Television movie""}",1501,112703,1987-03-15,The Stepford Children,The Stepford Children,Stepford Collection,374384
73253,2269465,/m/06_nv6,Jason X,2001-07-24,16951798.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/0fdjb"": ""Supernatural"", ""/m/01q03"": ""Cult"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",1392,11470,2001-11-09,Jason X,Jason X,Friday the 13th Collection,9735
73433,3681345,/m/09v4ff,Maurice,1987-09-18,2438304.0,140.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0hn10"": ""LGBT"", ""/m/0219x_"": ""Indie"", ""/m/04tkhfk"": ""Gay Themed"", ""/m/0d63kt"": ""Gay"", ""/m/04xvlr"": ""Period piece"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",1523,10584,1987-05-21,אסקימו לימון 7: אהבה צעירה,Young Love,Lemon Popsicle Collection,167552
73476,24962407,/m/09gm_xd,Project Shadowchaser II,1994,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",1028,207641,1994-05-14,Project Shadowchaser II,Project Shadowchaser II,Project Shadowchaser Collection,721992
73510,385706,/m/0224rs,The Lion King 1½,2004-02-10,,77.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/0hj3mtv"": ""Animated Musical"", ""/m/0hj3mtj"": ""Animal Picture"", ""/m/01z4y"": ""Comedy"", ""/m/0hcr"": ""Animation""}",1684,11430,2004-02-06,The Lion King 1½,The Lion King 1½,The Lion King Collection,94032
73659,34084931,/m/09vnx1t,The Lone Wolf in Paris,1938,,66.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02n4kr"": ""Mystery""}",103,152823,1938-05-25,The Lone Wolf in Paris,The Lone Wolf in Paris,Lone Wolf Collection,395433
73669,28616678,/m/04j27lq,The Scarlet Clue,1945,,65.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3nby"": ""Media Satire"", ""/m/02n4kr"": ""Mystery"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0j5nm"": ""Whodunit""}",1799,38467,1945-05-11,The Scarlet Clue,The Scarlet Clue,Charlie Chan (Sidney Toler) Collection,413661
73675,168958,/m/016mng,Friday the 13th,1980-05-09,39700000.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",1383,4488,1980-05-09,Friday the 13th,Friday the 13th,Friday the 13th Collection,9735
73690,32422858,/m/0h4yjqh,The Howling: Reborn,2011,,92.0,{},{},"{""/m/03npn"": ""Horror""}",81,75623,2011-10-18,The Howling: Reborn,The Howling: Reborn,The Howling Collection,174218
73890,71975,/m/0jg8z,Hellraiser,1987-05-13,14564027.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0g092b"": ""Monster movie"", ""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/01q03"": ""Cult"", ""/m/01585b"": ""Slasher""}",681,9003,1987-09-11,Hellraiser,Hellraiser,Hellraiser Collection,8917
73924,144415,/m/0129g2,The Santa Clause,1994-11-11,189833357.0,97.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n6r"": ""Holiday Film"", ""/m/0bwgnb"": ""Christmas movie"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy""}",1742,11395,1994-11-11,The Santa Clause,The Santa Clause,The Santa Clause Collection,53159
73974,1440478,/m/051s4m,The Absent-Minded Professor,1961-03-16,25381407.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/09q17"": ""Slapstick""}",1436,17984,1961-03-16,The Absent-Minded Professor,The Absent-Minded Professor,Flubber Collection,294468
74027,10862322,/m/02qsbkj,King Solomon's Mines,1985-11-22,14400000.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/088q4"": ""Zimbabwe""}","{""/m/0gf28"": ""Parody"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",281,9838,1985-11-22,King Solomon's Mines,King Solomon's Mines,Allan Quatermain Collection,135502
74040,30237722,/m/04j09gc,Charlie Chan at Treasure Island,1939,,72.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/028v3"": ""Detective fiction"", ""/m/0vjs6"": ""Detective"", ""/m/02n4kr"": ""Mystery"", ""/m/02wtdps"": ""Crime Thriller""}",1786,33388,1939-08-31,Charlie Chan at Treasure Island,Charlie Chan at Treasure Island,Charlie Chan (Sidney Toler) Collection,413661
74093,33281201,/m/0h2t4x8,Love's Everlasting Courage,2011-10-01,,,{},{},{},1515,87311,2011-02-24,Love's Everlasting Courage,Love's Everlasting Courage,Love Comes Softly Collection,97919
74137,18793710,/m/04gjm23,Be Sick... It's Free,1968,,98.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/01z4y"": ""Comedy""}",601,58188,1968-10-24,Il medico della mutua,Be Sick… It's Free,Il medico della mutua Collection,445049
74190,1691989,/m/05nsx8,The Howling,1981-04-10,17985893.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/021pxw"": ""Werewolf fiction"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",74,11298,1981-01-21,The Howling,The Howling,The Howling Collection,174218
74663,10354167,/m/02q97xg,The Terror Within,1989,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01drsx"": ""Disaster"", ""/m/0qdzd"": ""B-movie""}",1161,29345,1989-01-20,The Terror Within,The Terror Within,Terror Within Collection,744694
74682,7206011,/m/0kv0f4,Hard Ticket to Hawaii,1987-03,,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",887,26011,1987-03-01,Hard Ticket to Hawaii,Hard Ticket to Hawaii,"Bullets, Bombs, and Babes Collection",736172
74825,6322029,/m/01kf5lf,Goldfinger,1964-09-17,124900000.0,111.0,"{""/m/01r2l"": ""Chinese language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/0lsxr"": ""Crime Fiction""}",612,658,1964-09-20,Goldfinger,Goldfinger,James Bond Collection,645
74847,3694699,/m/09vvtp,Carry On Cruising,1962-04,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0gf28"": ""Parody"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",472,26190,1962-03-12,Carry On Cruising,Carry On Cruising,Carry On Collection,918027
75054,1066956,/m/0431h1,The Skulls,2000,,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0c3351"": ""Suspense"", ""/m/09blyk"": ""Psychological thriller""}",415,8460,2002-04-09,The Skulls II,The Skulls II,The Skulls Collection,8647
75054,1066956,/m/0431h1,The Skulls,2000,,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0c3351"": ""Suspense"", ""/m/09blyk"": ""Psychological thriller""}",416,10594,2004-03-23,The Skulls III,The Skulls III,The Skulls Collection,8647
75054,1066956,/m/0431h1,The Skulls,2000,,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0c3351"": ""Suspense"", ""/m/09blyk"": ""Psychological thriller""}",417,11478,2000-03-31,The Skulls,The Skulls,The Skulls Collection,8647
75089,5548592,/m/0ds095,Race,2008-03-21,,165.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/04t36"": ""Musical"", ""/m/01chg"": ""Bollywood"", ""/m/03q4nz"": ""World cinema""}",1248,120323,2008-01-01,African Race,African Race,Crazy Race Collection,384341
75162,3268903,/m/092ds1,Night of the Demons,1988-09-09,3109904.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen"", ""/m/0fdjb"": ""Supernatural""}",991,24924,1988-10-14,Night of the Demons,Night of the Demons,Night of the Demons Collection,136218
75194,23658618,/m/06zlvbc,Wrong Turn 3: Left for Dead,2009-10-08,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror""}",1621,23823,2009-10-20,Wrong Turn 3: Left for Dead,Wrong Turn 3: Left for Dead,Wrong Turn Collection,52985
75257,304692,/m/01sby_,Battle Royale,2000-12-16,,114.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}",1750,3176,2000-12-16,バトル・ロワイアル,Battle Royale,Battle Royale Collection,16302
75294,2351932,/m/075xrl,Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,14343976.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",1390,10283,1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,Friday the 13th Part VIII: Jason Takes Manhattan,Friday the 13th Collection,9735
75312,2100438,/m/06m4gv,Scars of Dracula,1970-11-08,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/03npn"": ""Horror""}",793,34479,1970-11-08,Scars of Dracula,Scars of Dracula,Dracula (Hammer) Collection,123724
75437,7051746,/m/0h224p,Poltergeist II: The Other Side,1986-05-23,40996665.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",154,11133,1986-05-23,Poltergeist II: The Other Side,Poltergeist II: The Other Side,Poltergeist Collection,10453
75467,584252,/m/025tmx6,Carry On Again Doctor,1969,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01z4y"": ""Comedy""}",476,19293,1969-12-05,Carry On Again Doctor,Carry On Again Doctor,Carry On Collection,918027
75510,584256,/m/025tmxl,Carry On England,1976,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0gf28"": ""Parody"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",464,21251,1976-10-01,Carry On England,Carry On England,Carry On Collection,918027
75642,13729100,/m/03cggkv,Alla vi barn i Bullerbyn,,,90.0,{},{},"{""/m/0hqxf"": ""Family Film""}",418,21394,1986-12-06,Alla vi barn i Bullerbyn,The Children of Noisy Village,Children of Bullerby Collection,610785
75646,10992573,/m/02qxhy2,Love's Abiding Joy,2006,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04p5fxn"": ""Christian film"", ""/m/0hj3n84"": ""Inspirational Drama"", ""/m/02h8pkk"": ""Family Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",1508,22488,2006-10-06,Love's Abiding Joy,Love's Abiding Joy,Love Comes Softly Collection,97919
75755,2467280,/m/07g34n,Carry On Nurse,1959,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0gf28"": ""Parody"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",463,32107,1959-01-30,Carry On Nurse,Carry On Nurse,Carry On Collection,918027
75853,2187884,/m/06thck,Gone in 60 Seconds,1974-10-28,40000000.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/04btyz"": ""Heist"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",1700,16246,1974-07-28,Gone in 60 Seconds,Gone in 60 Seconds,Gone in 60 Seconds Trilogy,391040
