,Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Unnamed: 0,id,release_date,original_title,title,release year
10566,2609817,/m/07rhl9,Leatherface: Texas Chainsaw Massacre III,1990-01-12,5765562.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/0b7z1vt"": ""Road-Horror""}",155,25018,1990-01-12,Leatherface: The Texas Chainsaw Massacre III,Leatherface: The Texas Chainsaw Massacre III,1990.0
10666,9016141,/m/027tj6p,Dead or Alive 2: Birds,2000,0.0,97.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/073_6"": ""Surrealism"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",319,13899,2000-12-02,DEAD OR ALIVE 2 逃亡者,Dead or Alive 2: Birds,2000.0
10722,471370,/m/02dj5n,An American Werewolf in London,1981-08-21,61973249.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01hmnh"": ""Fantasy"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0hj3n7f"": ""Horror Comedy""}",412,29906,1981-04-08,El retorno del Hombre Lobo,Night of the Werewolf,1981.0
10726,2002320,/m/06d6nx,Halloween 5: The Revenge of Michael Myers,1989-10-13,11642254.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/02b5_l"": ""Teen"", ""/m/01585b"": ""Slasher""}",82,11361,1989-10-12,Halloween 5: The Revenge of Michael Myers,Halloween 5: The Revenge of Michael Myers,1989.0
10758,869181,/m/03k2y5,Quatermass 2,1957-06-17,0.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",363,26278,1957-05-24,Quatermass 2,Quatermass 2,1957.0
10820,667372,/m/031786,Harry Potter and the Goblet of Fire,2005-11-06,896911078.0,156.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/02n4kr"": ""Mystery"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film""}",2,674,2005-11-16,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,2005.0
10870,13976296,/m/03cpypm,Dick Tracy vs. Cueball,1946-12-18,0.0,62.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0vjs6"": ""Detective"", ""/m/04pbhw"": ""Superhero movie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02n4kr"": ""Mystery"", ""/m/0btmb"": ""Superhero"", ""/m/02kdv5l"": ""Action"", ""/m/02xh1"": ""Film noir""}",554,68143,1946-11-22,Dick Tracy vs. Cueball,Dick Tracy vs. Cueball,1946.0
10892,10336027,/m/02q8v8b,The Swan Princess II: Escape from Castle Mountain,1997,273644.0,71.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure"", ""/m/0219x_"": ""Indie""}",282,54113,1997-06-19,The Swan Princess: Escape from Castle Mountain,The Swan Princess: Escape from Castle Mountain,1997.0
11227,213246,/m/01f7gh,Alien: Resurrection,1997-11-06,161295658.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",30,8078,1997-11-12,Alien Resurrection,Alien Resurrection,1997.0
11229,3868326,/m/0b44jn,Flipper's New Adventure,1964-06-24,0.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hj3mtj"": ""Animal Picture"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",349,79547,1964-06-24,Flipper's New Adventure,Flipper's New Adventure,1964.0
11486,5812847,/m/0f6lvk,Gator,1976-08-25,11000000.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/0hj3mzb"": ""Comedy Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action""}",303,21882,1976-08-25,Gator,Gator,1976.0
11492,2683330,/m/07xrbp,The Invisible Woman,1940-12-27,659600.0,153.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",315,28423,1940-12-28,The Invisible Woman,The Invisible Woman,1940.0
11603,1744593,/m/05smr2,Miss Congeniality 2: Armed and Fabulous,2005-03-25,101393569.0,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/06cvj"": ""Romantic comedy"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}",127,10040,2005-03-11,Miss Congeniality 2: Armed and Fabulous,Miss Congeniality 2: Armed and Fabulous,2005.0
11692,24310768,/m/07s86zy,Annie: A Royal Adventure!,1995,0.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/03k9fj"": ""Adventure"", ""/m/015w9s"": ""Television movie""}",239,21780,1995-11-18,Annie: A Royal Adventure,Annie: A Royal Adventure,1995.0
11810,5906516,/m/0fcxv6,"Silent Night, Deadly Night 5: The Toy Maker",1991,0.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",426,70984,1991-11-06,"Silent Night, Deadly Night 5: The Toy Maker","Silent Night, Deadly Night 5: The Toy Maker",1991.0
11888,5113356,/m/0d3711,Pumpkinhead: Ashes to Ashes,2006,0.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06c1y"": ""Romania"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0fdjb"": ""Supernatural""}",217,35978,2006-10-28,Pumpkinhead: Ashes to Ashes,Pumpkinhead: Ashes to Ashes,2006.0
12158,570269,/m/02r3yf,Mothra vs. Godzilla,1964-04-29,10000000.0,88.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster""}",238,1682,1964-04-29,モスラ対ゴジラ,Mothra vs. Godzilla,1964.0
12199,957928,/m/03tb_8,Halloween H20: 20 Years Later,1998-08-05,55041738.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",87,11675,1998-08-05,Halloween H20: 20 Years Later,Halloween H20: 20 Years Later,1998.0
12375,2550322,/m/07mh2t,Gamera vs. Jiger/Jaiga or Gamera vs. Monster X,1970-03-21,0.0,173.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies""}",392,70327,1970-03-21,ガメラ対大魔獣ジャイガー,Gamera vs. Jiger,1970.0
12679,7813879,/m/026dy_y,Life at the Top,1965,0.0,117.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0hj3nbk"": ""Marriage Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}",484,118255,1965-12-14,Life at the Top,Life at the Top,1965.0
13034,8140516,/m/026t232,Pinocchio in Outer Space,1965-12-22,0.0,70.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0154j"": ""Belgium""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}",608,213104,1965-12-22,Pinocchio in Outer Space,Pinocchio in Outer Space,1965.0
13460,10873994,/m/02qsqj8,Mano Po III: My Love,2004,0.0,119.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/01jb8r"": ""Filipino language"", ""/m/01c44b"": ""Min Nan"", ""/m/0653m"": ""Standard Mandarin""}","{""/m/05v8c"": ""Philippines""}","{""/m/07s9rl0"": ""Drama"", ""/m/0gxblw4"": ""Filipino Movies"", ""/m/03q4nz"": ""World cinema""}",591,287641,2004-12-25,Mano Po III: My Love,Mano Po III: My Love,2004.0
13711,534408,/m/02mjrk,Kill and Kill Again,1981-05,0.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0hzlz"": ""South Africa""}","{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}",480,79875,1981-05-01,Kill and Kill Again,Kill and Kill Again,1981.0
13916,2317340,/m/073bl9,Friday the 13th Part 3: 3D,1982-08-13,36690067.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",69,9728,1982-08-13,Friday the 13th Part III,Friday the 13th Part III,1982.0
13946,7117484,/m/0h4zz2,Meatballs 4,1992,0.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",408,40773,1992-03-06,Meatballs 4: To the Rescue,Meatballs 4: To the Rescue,1992.0
13974,1312231,/m/04s0qz,Batoru rowaiaru II: Chinkonka,2003-07-05,14902587.0,133.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/026ny"": ""Dystopia""}",252,3177,2003-07-05,バトル・ロワイアルII 鎮魂歌,Battle Royale II: Requiem,2003.0
14172,3576991,/m/09mnsc,"Gamera, Super Monster",1980-03-20,0.0,92.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0hj3m_q"": ""Creature Film""}",475,70358,1980-03-20,宇宙怪獣ガメラ,Gamera: Super Monster,1980.0
14453,612052,/m/02wgk1,Spider-Man 2,2004-06-25,783766341.0,127.0,"{""/m/01r2l"": ""Chinese language"", ""/m/02h40lc"": ""English Language"", ""/m/06b_j"": ""Russian Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",33,558,2004-06-25,Spider-Man 2,Spider-Man 2,2004.0
14538,3858746,/m/0b3n61,Madagascar: Escape 2 Africa,2008-10-30,602308178.0,89.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hcr"": ""Animation"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",13,10527,2008-10-30,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,2008.0
14729,359014,/m/01_6x0,Daleks - Invasion Earth 2150 AD,1966-07-22,0.0,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/06n90"": ""Science Fiction""}",334,16387,1966-08-05,Daleks' Invasion Earth: 2150 A.D.,Daleks' Invasion Earth: 2150 A.D.,1966.0
14838,1059701,/m/042g97,Superman III,1983-06-16,80200000.0,125.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",169,9531,1983-06-17,Superman III,Superman III,1983.0
14872,9765304,/m/02prh_z,Fantômas contre Scotland Yard,1967-03-16,0.0,96.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0gf28"": ""Parody"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3nbs"": ""Master Criminal Films"", ""/m/0hj3mzb"": ""Comedy Thriller"", ""/m/01z4y"": ""Comedy""}",198,1875,1967-03-16,Fantômas contre Scotland Yard,Fantomas vs. Scotland Yard,1967.0
14919,2689093,/m/07y3km,Invisible Agent,1942-07-31,1040000.0,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/05swd"": ""Propaganda film"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",273,28426,1942-08-07,Invisible Agent,Invisible Agent,1942.0
15027,18791040,/m/04gvw_z,Martial Law,1991-05-16,0.0,89.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film""}",436,61802,1991-10-01,Martial Law II: Undercover,Martial Law II: Undercover,1991.0
15029,1338396,/m/04txh2,Rebirth of Mothra III,1998,0.0,99.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0h9qh"": ""Monster""}",245,36247,1998-12-12,モスラ 3 キングギドラ来襲,Rebirth of Mothra III,1998.0
15047,570221,/m/02r3qq,Godzilla vs. Mechagodzilla,1974-03-21,1330000.0,84.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster""}",236,38582,1974-03-21,ゴジラ対メカゴジラ,Godzilla vs. Mechagodzilla,1974.0
15195,23651072,/m/06zs5s3,A Man and a Woman: 20 Years Later,1986-05-13,228000.0,112.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/02l7c8"": ""Romance Film"", ""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama""}",391,76350,1986-05-13,"Un homme et une femme, 20 ans déjà",A Man and a Woman: 20 Years Later,1986.0
15296,5106720,/m/0d2ylv,Candyman: Farewell to the Flesh,1995-03-17,13940383.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",156,10824,1995-03-17,Candyman: Farewell to the Flesh,Candyman: Farewell to the Flesh,1995.0
15387,3244025,/m/090w52,The Nine Lives of Fritz the Cat,1974-06-26,0.0,76.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/02nxfrh"": ""Adult"", ""/m/01z4y"": ""Comedy"", ""/m/0hcr"": ""Animation""}",302,14683,1974-09-18,The Nine Lives of Fritz the Cat,The Nine Lives of Fritz the Cat,1974.0
15436,3911312,/m/0b6ft5,The Game,1997-09-12,109423648.0,129.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/012w70"": ""Cantonese""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/0c3351"": ""Suspense"", ""/m/02kdv5l"": ""Action""}",623,164563,1997-01-01,Vacak 2. - Az erdő hőse,Tiny Heroes,1997.0
15572,2310825,/m/072w70,The Rage: Carrie 2,1999-03-12,17762705.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/02b5_l"": ""Teen""}",232,7341,1999-03-12,The Rage: Carrie 2,The Rage: Carrie 2,1999.0
15684,20795255,/m/0642wbb,Holiday on the Buses,1973-12-26,0.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",224,19249,1973-05-19,Holiday on the Buses,Holiday on the Buses,1973.0
15714,1475739,/m/054h0p,Floris,2004,0.0,,"{""/m/02bv9"": ""Dutch Language""}","{""/m/059j2"": ""Netherlands""}","{""/m/02kdv5l"": ""Action""}",651,59253,2004-12-16,Floris,Floris,2004.0
15825,2993846,/m/08jblf,The NeverEnding Story II: The Next Chapter,1990-10-25,17373527.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}",97,34636,1990-10-25,The NeverEnding Story II: The Next Chapter,The NeverEnding Story II: The Next Chapter,1990.0
16620,3937957,/m/0b7pcl,The People That Time Forgot,1977,0.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/06n90"": ""Science Fiction"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure"", ""/m/060__y"": ""Film adaptation""}",240,27591,1977-07-06,The People That Time Forgot,The People That Time Forgot,1977.0
16745,1617626,/m/05h12k,Clear and Present Danger,1994-08-03,215887717.0,141.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/060__y"": ""Film adaptation"", ""/m/082gq"": ""War film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02qfv5d"": ""Political thriller"", ""/m/02kdv5l"": ""Action""}",100,9331,1994-08-03,Clear and Present Danger,Clear and Present Danger,1994.0
16963,11993,/m/034y8,Son of Godzilla,1967-12-16,2399280.0,84.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster"", ""/m/0gw5n2f"": ""Japanese Movies""}",210,18627,1967-12-16,怪獣島の決戦 ゴジラの息子,Son of Godzilla,1967.0
16991,8343583,/m/02703xl,Son of Flubber,1963-01-16,22129412.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/0bj8m2"": ""Children's"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",259,19762,1963-01-16,Son of Flubber,Son of Flubber,1963.0
17006,11994,/m/034yn,Destroy All Monsters,1968-08-01,1568760.0,88.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0g092b"": ""Monster movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/0h9qh"": ""Monster"", ""/m/02kdv5l"": ""Action""}",243,3107,1968-08-01,怪獣総進撃,Destroy All Monsters,1968.0
17038,5260111,/m/0dbbyk,Beware! The Blob,1972,90833.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/03npn"": ""Horror"", ""/m/06n90"": ""Science Fiction""}",486,40983,1972-06-21,Beware! The Blob,Beware! The Blob,1972.0
17097,6812190,/m/0gq58g,Jolson Sings Again,1949,0.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/017fp"": ""Biography"", ""/m/01f9r0"": ""Docudrama"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/03bxz7"": ""Biographical film""}",612,43435,1949-08-17,Jolson Sings Again,Jolson Sings Again,1949.0
17499,13639421,/m/03ccq2r,Breakthrough,1979,0.0,,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/082fr"": ""West Germany""}","{""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",396,10841,1979-03-01,Steiner - Das Eiserne Kreuz Teil II,Breakthrough,1979.0
17690,238004,/m/01jjb4,The Rescuers Down Under,1990-11-16,47431461.0,77.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/02n4kr"": ""Mystery"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}",403,11135,1990-11-16,The Rescuers Down Under,The Rescuers Down Under,1990.0
