id,release_date,original_title,title,Wikipedia movie ID
17578,2011-10-24,The Adventures of Tintin,The Adventures of Tintin,11400848
1003579,2023-03-10,Batman: The Doom That Came to Gotham,Batman: The Doom That Came to Gotham,73448646
49049,2012-09-07,Dredd,Dredd,74557206
9482,1995-06-30,Judge Dredd,Judge Dredd,2408918
872177,2022-04-29,Corrective Measures,Corrective Measures,69362411
49524,2013-07-18,R.I.P.D.,R.I.P.D.,32451592
1452,2006-06-28,Superman Returns,Superman Returns,5700623
297556,2015-01-13,Justice League: Throne of Atlantis,Justice League: Throne of Atlantis,43390318
341013,2017-07-26,Atomic Blonde,Atomic Blonde,48251416
314,2004-07-22,Catwoman,Catwoman,789903
75,1996-12-13,Mars Attacks!,Mars Attacks!,2077360
2771,2003-08-15,American Splendor,American Splendor,5683113
9947,2005-01-13,Elektra,Elektra,1131021
1498,1990-03-30,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2323962
870358,2023-12-08,Merry Little Batman,Merry Little Batman,73654856
894205,2022-09-25,Werewolf by Night,Werewolf by Night,1712037
49849,2011-07-29,Cowboys & Aliens,Cowboys & Aliens,2675554
22059,1994-05-31,The Fantastic Four,The Fantastic Four,1925273
19366,2001-04-06,Josie and the Pussycats,Josie and the Pussycats,754323
65291,2011-04-09,Green Lantern: Emerald Knights,Green Lantern: Emerald Knights,14119255
1497,1991-03-22,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2150615
13640,2007-09-18,Superman: Doomsday,Superman: Doomsday,8928586
59859,2013-07-17,Kick-Ass 2,Kick-Ass 2,37086759
10546,1996-08-29,The Crow: City of Angels,The Crow: City of Angels,877220
9456,2000-01-23,The Crow: Salvation,The Crow: Salvation,877225
886396,2022-10-17,Batman and Superman: Battle of the Super Sons,Batman and Superman: Battle of the Super Sons,71997053
9531,1983-06-17,Superman III,Superman III,1059701
471335,2018-03-14,치즈인더트랩,Cheese in the Trap,53070757
911916,,Spider-Man: Beyond the Spider-Verse,Spider-Man: Beyond the Spider-Verse,47069739
225925,1978-12-21,Spider-Man Strikes Back,Spider-Man Strikes Back,39644531
136400,2013-08-02,2 Guns,2 Guns,16921969
4147,2002-07-12,Road to Perdition,Road to Perdition,10525401
552687,2020-02-07,ヲタクに恋は難しい,Wotakoi: Love is Hard for Otaku,58661088
729854,2023-08-09,콘크리트 유토피아,Concrete Utopia,74675670
571655,2019-10-10,Valhalla,Valhalla,62748817
617126,2025-07-23,The Fantastic Four: First Steps,The Fantastic Four: First Steps,61443907
3632,1936-04-06,Flash Gordon,Flash Gordon,73471
624479,2006-11-02,Superman II: The Richard Donner Cut,Superman II: The Richard Donner Cut,5700623
414,1995-06-16,Batman Forever,Batman Forever,4730
487242,2018-03-23,Suicide Squad: Hell to Pay,Suicide Squad: Hell to Pay,56289267
19593,1990-02-18,The Death of the Incredible Hulk,The Death of the Incredible Hulk,7653582
30061,2010-02-23,Justice League: Crisis on Two Earths,Justice League: Crisis on Two Earths,24353804
19142,1989-05-11,The Return of Swamp Thing,The Return of Swamp Thing,6179287
10658,1986-08-01,Howard the Duck,Howard the Duck,6551171
539517,2018-10-04,Constantine: City of Demons - The Movie,Constantine: City of Demons - The Movie,52813801
15371,1979-07-06,ルパン三世 カリオストロの城,Lupin the Third: The Castle of Cagliostro,89629
8285,2008-12-25,The Spirit,The Spirit,6029546
3687,1974-07-30,Flesh Gordon,Flesh Gordon,2493454
42994,1995-12-23,MEMORIES,Memories,490800
46521,1961-12-06,Tintin et le Mystère de la Toison d'or,Tintin and the Mystery of the Golden Fleece,542964
1273,2007-03-23,TMNT,TMNT,3260698
471474,2018-01-12,Batman: Gotham by Gaslight,Batman: Gotham by Gaslight,55711095
16456,2005-05-04,The Crow: Wicked Prayer,The Crow: Wicked Prayer,2378072
11814,1985-08-01,Weird Science,Weird Science,241171
59,2005-09-23,A History of Violence,A History of Violence,2311219
8536,1980-12-12,Superman II,Superman II,1059280
169934,2013-04-24,アイアンマン：ライズ・オブ・テクノヴォア,Iron Man: Rise of Technovore,38152481
64202,1999-01-10,Batman Beyond: The Movie,Batman Beyond: The Movie,438269
227738,2014-08-30,Mortadelo y Filemón contra Jimmy el Cachondo,Mortadelo and Filemon: Mission Implausible,45104724
986056,2025-04-30,Thunderbolts*,Thunderbolts*,67647660
22787,2009-09-09,Whiteout,Whiteout,11039716
10336,1997-07-31,Spawn,Spawn,1397876
584586,2019-05-29,0.0MHz,0.0MHz,73570722
284274,2014-07-29,Iron Man & Captain America: Heroes United,Iron Man & Captain America: Heroes United,33715768
197467,1979-01-19,Captain America,Captain America,10851094
382512,2016-02-16,LEGO DC Comics Super Heroes: Justice League - Cosmic Clash,LEGO DC Comics Super Heroes: Justice League - Cosmic Clash,50549808
1003580,2023-02-07,Legion of Super-Heroes,Legion of Super-Heroes,71994797
14919,1993-12-25,Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,73919403
209504,2013-09-05,Bounty Killer,Bounty Killer,40623181
408647,2017-03-31,Teen Titans: The Judas Contract,Teen Titans: The Judas Contract,7026712
1058063,2023-12-14,Siksa Neraka,Hell Torture,73617135
487680,2019-08-08,The Kitchen,The Kitchen,56885017
9564,1999-02-03,Astérix & Obélix contre César,Asterix & Obelix Take on Caesar,8636365
378674,2016-01-19,DC Films Presents Dawn of the Justice League,DC Films Presents Dawn of the Justice League,66825410
9606,2001-05-26,メトロポリス,Metropolis,6198415
284019,2013-08-16,Phineas and Ferb: Mission Marvel,Phineas and Ferb: Mission Marvel,36450016
10857,1986-10-24,When the Wind Blows,When the Wind Blows,8863891
581997,2019-03-31,Batman vs Teenage Mutant Ninja Turtles,Batman vs Teenage Mutant Ninja Turtles,60023390
9651,1984-07-01,Supergirl,Supergirl,1616817
801604,2021-11-26,샤크: 더 비기닝,Shark: The Beginning,49632909
199584,2013-06-05,은밀하게 위대하게,"Secretly, Greatly",35164385
191294,2013-03-28,Vi är bäst!,We Are the Best!,40205620
618353,2020-10-13,Batman: Death in the Family,Batman: Death in the Family,64694188
16281,1982-11-10,Creepshow,Creepshow,536521
14400,2008-12-17,Largo Winch,The Heir Apparent: Largo Winch,14947020
487670,2018-07-24,The Death of Superman,The Death of Superman,56675433
9385,1976-06-26,Les 12 travaux d'Astérix,The Twelve Tasks of Asterix,2409558
529106,2021-04-01,Майор Гром: Чумной Доктор,Major Grom: Plague Doctor,63618497
30675,2010-02-02,Planet Hulk,Planet Hulk,4961350
13647,2007-01-23,The Invincible Iron Man,The Invincible Iron Man,70876666
1499,1993-03-17,Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles III,2194169
133601,2012-08-22,이웃사람,The Neighbors,36064440
969681,2026-07-22,Spider-Man 4,Spider-Man 4,7927053
13056,2008-12-05,Punisher: War Zone,Punisher: War Zone,2824791
57331,2011-02-16,Largo Winch II,Largo Winch II,43191917
485942,2018-06-15,ニンジャバットマン,Batman Ninja,55940452
897160,2023-10-25,용감한 시민,Brave Citizen,62436008
997776,2023-04-25,"Justice League x RWBY: Super Heroes & Huntsmen, Part One","Justice League x RWBY: Super Heroes & Huntsmen, Part One",73095851
9431,1996-08-16,Bordello of Blood,Bordello of Blood,706863
15739,1982-05-21,Annie,Annie,12823099
484862,2018-01-31,Scooby-Doo! & Batman: The Brave and the Bold,Scooby-Doo! & Batman: The Brave and the Bold,55685717
65584,2006-07-24,Aquaman,Aquaman,304665
257346,2014-04-19,アベンジャーズ コンフィデンシャル：ブラック・ウィドウ ＆ パニッシャー,Avengers Confidential: Black Widow & Punisher,41717759
1150537,2023-10-17,"Justice League x RWBY: Super Heroes & Huntsmen, Part Two","Justice League x RWBY: Super Heroes & Huntsmen, Part Two",73095851
10249,1991-06-21,The Rocketeer,The Rocketeer,5807082
9626,1985-04-09,Red Sonja,Red Sonja,30854972
2994,1968-01-24,Diabolik,Danger: Diabolik,1930290
183011,2013-07-30,Justice League: The Flashpoint Paradox,Justice League: The Flashpoint Paradox,38629260
615904,2022-02-09,Marry Me,Marry Me,61892187
831405,2021-10-09,Injustice,Injustice,68815370
593395,2021-12-16,Diabolik,Diabolik,65741059
64883,2000-11-01,Faust: Love of the Damned,Faust: Love of the Damned,3041635
197481,1979-11-23,Captain America II: Death Too Soon,Captain America II: Death Too Soon,35943142
806704,2026-10-01,The Batman - Part II,The Batman - Part II,47200019
598331,2021-02-12,Rumble,Rumble,61585054
9824,1999-08-06,Mystery Men,Mystery Men,295757
11335,1980-12-12,Popeye,Popeye,1339188
119569,2012-08-29,Marvel One-Shot: Item 47,Marvel One-Shot: Item 47,60744481
69735,2011-09-27,Batman: Year One,Batman: Year One,13375677
2661,1966-07-30,Batman,Batman,4727
454549,2017-10-18,Zombillénium,Zombillénium,52040766
2395,2008-01-25,Astérix aux Jeux olympiques,Asterix at the Olympic Games,20688153
24264,1984-08-17,Sheena,Sheena,2398332
65994,1954-04-05,Prince Valiant,Prince Valiant,18589178
38939,1972-03-09,Tales from the Crypt,Tales from the Crypt,1069944
469052,2018-04-04,Gaston Lagaffe,Gaston Lagaffe,1427815
768,2001-02-08,From Hell,From Hell,4451435
408220,2017-01-24,Justice League Dark,Justice League Dark,51208956
137227,2011-03-05,映画ドラえもん 新・のび太と鉄人兵団 ～はばたけ 天使たち～,Doraemon: Nobita and the New Steel Troops: Winged Angels,27986651
40662,2010-07-27,Batman: Under the Red Hood,Batman: Under the Red Hood,26340083
617209,2024-06-27,Si Juki the Movie: Harta Pulau Monyet,Si Juki the Movie: Harta Pulau Monyet,78149063
11867,1996-05-02,Barb Wire,Barb Wire,4506211
537056,2019-07-19,Batman: Hush,Batman: Hush,60367006
120605,2012-07-16,The Punisher: Dirty Laundry,The Punisher: Dirty Laundry,36459873
20016,2008-10-21,Trailer Park of Terror,Trailer Park of Terror,20958639
106355,1944-02-05,Captain America,Captain America,8429675
37565,2009-12-18,St Trinian's 2: The Legend of Fritton's Gold,St Trinian's 2: The Legend of Fritton's Gold,22635683
736073,2021-06-21,"Batman: The Long Halloween, Part One","Batman: The Long Halloween, Part One",67355394
21780,1995-11-18,Annie: A Royal Adventure,Annie: A Royal Adventure,24310768
809167,,BRZRKR,BRZRKR,64616423
14011,2008-02-26,Justice League: The New Frontier,Justice League: The New Frontier,6954737
8592,1990-04-05,Dick Tracy,Dick Tracy,725984
8850,1994-07-01,The Shadow,The Shadow,5991505
241001,1969-12-13,Tintin et le Temple du Soleil,Tintin and the Temple of the Sun,1330704
408648,2017-08-14,Batman and Harley Quinn,Batman and Harley Quinn,53860168
38579,2010-06-03,Marmaduke,Marmaduke,25399151
1018754,2023-08-04,Shortcomings,Shortcomings,72716092
15257,2009-01-27,Hulk vs. Wolverine,Hulk vs. Wolverine,52234178
565840,2019-12-13,The Immortal Wars: Resurgence,The Immortal Wars: Resurgence,16603
823999,2022-11-17,Diabolik - Ginko all'attacco!,Diabolik - Ginko Attacks,75511466
347284,1989-11-01,Hägar the Horrible,Hägar the Horrible,307386
230896,2013-12-03,Iron Man & Hulk: Heroes United,Iron Man & Hulk: Heroes United,33715768
379779,2014-04-22,The Present,The Present,49384299
14609,2006-02-21,Ultimate Avengers: The Movie,Ultimate Avengers: The Movie,2952825
17445,2009-07-28,Green Lantern: First Flight,Green Lantern: First Flight,21755178
339095,2020-06-05,The Last Days of American Crime,The Last Days of American Crime,58010112
321528,2015-04-03,Batman vs. Robin,Batman vs. Robin,45137822
95414,1941-09-26,Superman,Superman,10132736
11047,1967-12-20,Astérix le Gaulois,Asterix the Gaul,7111256
15860,2006-07-27,龍虎門,Dragon Tiger Gate,6124288
760517,2022-02-11,모럴센스,Love and Leashes,69847793
464882,2017-11-14,Batman vs. Two-Face,Batman vs. Two-Face,54902928
225938,1981-05-09,Spider-Man: The Dragon's Challenge,Spider-Man: The Dragon's Challenge,39645332
9642,2006-04-12,Astérix et les Vikings,Asterix and the Vikings,4724834
12593,1972-04-12,Fritz the Cat,Fritz the Cat,3058252
419831,2017-11-15,I Kill Giants,I Kill Giants,47799971
15359,2009-03-03,Wonder Woman,Wonder Woman,18305011
26177,1999-11-07,Annie,Annie,13407460
9369,1994-09-29,Asterix in Amerika,Asterix Conquers America,7575627
8867,1989-10-05,The Punisher,The Punisher,2876564
411741,2017-08-11,Ingrid Goes West,Ingrid Goes West,51367103
27460,1998-05-26,Nick Fury: Agent of S.H.I.E.L.D.,Nick Fury: Agent of S.H.I.E.L.D.,4644031
211387,2013-09-03,Marvel One-Shot: Agent Carter,Marvel One-Shot: Agent Carter,44525018
527729,2018-05-12,Astérix - Le Secret de la potion magique,Asterix: The Secret of the Magic Potion,57898246
251519,2014-05-13,Son of Batman,Son of Batman,41697103
192650,1954-01-01,Stamp Day for Superman,Stamp Day for Superman,8630242
17918,1982-01-01,Swamp Thing,Swamp Thing,5929445
646265,2023-10-06,They Shot the Piano Player,They Shot the Piano Player,74776138
14611,2006-08-08,Ultimate Avengers 2,Ultimate Avengers 2,2952825
15805,1998-02-11,Batman & Mr. Freeze: SubZero,Batman & Mr. Freeze: SubZero,1246278
38219,1983-08-19,Il mondo di Yor,"Yor, the Hunter from the Future",3685714
76535,2011-10-25,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,12673434
55689,1973-09-20,Baba Yaga,Baba Yaga,43860119
99770,2012-10-17,Astérix & Obélix : Au service de Sa Majesté,Asterix & Obelix: God Save Britannia,30175781
76589,2012-02-28,Justice League: Doom,Justice League: Doom,33240946
9318,1986-12-03,Astérix chez les Bretons,Asterix in Britain,7807762
450314,2017-10-12,Condorito: la película,Condorito: The Movie,56401412
9929,1968-12-19,Astérix et Cléopâtre,Asterix and Cleopatra,7638785
13995,1990-12-14,Captain America,Captain America,4557151
9059,1995-01-13,Tales from the Crypt: Demon Knight,Tales from the Crypt: Demon Knight,706861
76122,2011-09-13,Marvel One-Shot: The Consultant,Marvel One-Shot: The Consultant,33038861
348536,2011-01-01,Locke & Key,Locke & Key,16883738
63686,2011-05-16,Thor: Tales of Asgard,Thor: Tales of Asgard,12673434
510318,2019-04-18,Buñuel en el laberinto de las tortugas,Buñuel in the Labyrinth of the Turtles,61596477
257440,2016-04-29,Term Life,Term Life,43948807
26881,1988-05-22,The Incredible Hulk Returns,The Incredible Hulk Returns,7864161
6264,1997-07-24,Prince Valiant,Prince Valiant,25361474
50468,1978-09-06,Dr. Strange,Dr. Strange,9358924
253980,2014-02-04,Marvel One-Shot: All Hail the King,Marvel One-Shot: All Hail the King,33038861
8868,1985-03-06,Astérix et la Surprise de César,Asterix vs. Caesar,2101
9067,1995-03-31,Tank Girl,Tank Girl,9415710
17810,1972-04-22,子連れ狼 三途の川の乳母車,Lone Wolf and Cub: Baby Cart at the River Styx,5671088
242643,2014-08-12,Batman: Assault on Arkham,Batman: Assault on Arkham,42114713
250124,2015-08-07,The Diary of a Teenage Girl,The Diary of a Teenage Girl,41791333
34003,2009-11-21,Turtles Forever,Turtles Forever,23725400
284514,2015-09-04,Anacleto: Agente secreto,Spy Time,43117078
79989,1980-01-30,Bride of the Incredible Hulk,Bride of the Incredible Hulk,8778746
16140,2006-10-28,デスノート the Last name,Death Note: The Last Name,10736919
251768,2014-01-21,JLA Adventures: Trapped in Time,JLA Adventures: Trapped in Time,41681194
127867,2012-09-08,The Brass Teapot,The Brass Teapot,38508695
300424,2014-10-27,LEGO DC Comics Super Heroes: Batman Be-Leaguered,LEGO DC Comics Super Heroes: Batman Be-Leaguered,45343769
15674,1996-04-07,Sabrina the Teenage Witch,Sabrina the Teenage Witch,7597365
